latitude,longitude,MQ135 value 0-1024,CO ppm
51.5009117126,0.0054666004,173,0.1292888
51.5018730163,0.0054682998,222,0.44982
51.5018730163,0.0054732999,226,0.47360963
51.5040054321,0.0054750003,183,0.1629069
51.5008964538,0.0054766006,170,0.12040477
51.5018806457,0.0054816002,231,0.4731162
51.5018806457,0.0054850001,233,0.53054494
51.503993988,0.0054899997,177,0.15186106
51.5018806457,0.0054899997,236,0.50833994
51.5008964538,0.0054899997,167,0.10887955
51.5018882751,0.0054966001,222,0.547729
51.5008773803,0.0054982995,162,0.09509345
51.5039787292,0.0055015997,181,0.18275715
51.5018959045,0.0055033006,239,0.58168393
51.5019378662,0.0055066003,237,0.5897536
51.5019035339,0.0055100007,237,0.59317154
51.5008621215,0.0055100007,159,0.081819385
51.5039710998,0.0055150003,189,0.19774553
51.5019302368,0.0055166001,238,0.5989828
51.5019035339,0.0055166001,235,0.5802898
51.5019607543,0.0055200004,237,0.5838971
51.5019683837,0.0055216002,236,0.58576626
51.5019187927,0.005525,238,0.59057707
51.5019035339,0.005525,231,0.54617864
51.5019111633,0.0055266003,237,0.5792457
51.5039634704,0.0055283002,189,0.21036357
51.5019760131,0.0055283002,235,0.5750848
51.5019111633,0.0055283002,235,0.5459576
51.5019874572,0.0055300002,234,0.56183916
51.5019950866,0.0055315999,233,0.5418793
51.502002716,0.0055399999,226,0.48537135
51.503955841,0.0055416002,192,0.21882275
51.5039405822,0.0055566,191,0.21379936
51.5020179748,0.0055599999,231,0.5102225
51.5008125305,0.0055700006,159,0.085654356
51.5039291381,0.0055715999,192,0.21421885
51.5039215087,0.0055850005,192,0.21119255
51.5020256042,0.0055900001,232,0.54056156
51.5039138793,0.0055966,190,0.21124439
51.5038986206,0.0056083002,192,0.21935709
51.5007476806,0.0056083002,158,0.095811754
51.5007324218,0.0056115999,164,0.10946344
51.5020523071,0.0056133003,224,0.48900568
51.5038909912,0.0056216001,194,0.222584
51.5007247924,0.005625,167,0.109340385
51.5020675659,0.0056265997,232,0.50813097
51.5038719177,0.0056350002,192,0.21296245
51.5007247924,0.0056400003,166,0.10489099
51.5038642883,0.0056450004,189,0.20392664
51.500717163,0.0056533002,163,0.10247216
51.5038490295,0.0056600003,190,0.19957413
51.5020980834,0.0056600003,231,0.5186573
51.5007095336,0.0056683006,166,0.121705584
51.5038414001,0.0056766004,187,0.19475995
51.5007095336,0.0056833004,171,0.12383037
51.5038337707,0.00569,189,0.20256788
51.5021324157,0.00569,230,0.5055263
51.5022468566,0.0056950001,222,0.41637745
51.5022773742,0.0056965999,220,0.3944096
51.5022315979,0.0056983003,212,0.38855892
51.5006980895,0.0056983003,169,0.117640495
51.5038261413,0.0057016,187,0.19942534
51.5022964477,0.0057016,217,0.3876324
51.5021553039,0.0057016,219,0.48065904
51.5022125244,0.0057066006,214,0.3652013
51.5023040771,0.0057082996,207,0.33175498
51.5021820068,0.0057082996,222,0.4347737
51.5021896362,0.0057100005,212,0.34703985
51.5006904602,0.0057100005,166,0.11057654
51.5023193359,0.0057116003,205,0.2880917
51.5038070678,0.0057133007,190,0.21067415
51.5006752014,0.0057216,165,0.10696128
51.5023422241,0.0057232999,206,0.31167197
51.5037994384,0.0057266001,187,0.1927735
51.502368927,0.00573,206,0.30217278
51.500667572,0.0057333002,166,0.11451131
51.5037841796,0.0057383003,186,0.19094676
51.5023841857,0.0057383003,210,0.33571243
51.5006599426,0.0057416005,167,0.11444752
51.5024070739,0.0057433004,214,0.35145295
51.5024261474,0.0057466001,214,0.35954058
51.5037689208,0.00575,187,0.19267707
51.5006446838,0.0057533001,166,0.109340385
51.5037612915,0.0057616,188,0.20367454
51.502456665,0.0057616,209,0.35606757
51.5024757385,0.0057632999,213,0.33406514
51.5006332397,0.0057632999,165,0.10687061
51.5024909973,0.0057715997,214,0.3683407
51.5006256103,0.0057715997,166,0.109217316
51.503742218,0.0057749996,191,0.2045834
51.5025138854,0.0057833003,210,0.34206152
51.5037345886,0.0057850003,188,0.1991281
51.5006103515,0.0057883005,164,0.10453425
51.5025405883,0.0057915997,212,0.3234417
51.5037269592,0.0057966003,189,0.20574963
51.5025634765,0.0058032999,209,0.32990116
51.5006027221,0.0058032999,163,0.10035618
51.5037117004,0.0058083004,190,0.20231698
51.5025863647,0.0058116006,208,0.32256848
51.5005950927,0.0058166003,162,0.09695326
51.5026130676,0.0058200001,211,0.3281295
51.503704071,0.0058215999,188,0.1828034
51.5026359558,0.0058300008,213,0.34703985
51.5005874633,0.0058333005,160,0.09156558
51.5036964416,0.005835,183,0.17484905
51.5026626586,0.0058416004,213,0.35301182
51.5036773681,0.0058482999,182,0.16981699
51.5026855468,0.0058500003,214,0.35961974
51.5005760192,0.0058500003,161,0.09402399
51.5005683898,0.0058600001,160,0.090025425
51.5036697387,0.0058616008,183,0.1751618
51.502708435,0.0058616008,213,0.36120734
51.5036621093,0.0058732995,182,0.16519926
51.5027275085,0.0058732995,214,0.36464003
51.5027503967,0.0058833003,212,0.36472
51.5005455017,0.0058849997,159,0.08949911
51.5036544799,0.0058866,180,0.16202234
51.5027656555,0.0058916001,213,0.35598904
51.5036392211,0.0058983001,182,0.17525135
51.502784729,0.0058983001,211,0.3457324
51.5005378723,0.0058983001,160,0.10006905
51.502784729,0.0059033002,219,0.38244432
51.5027732849,0.0059082994,221,0.42210877
51.503627777,0.0059116001,184,0.19003865
51.5005302429,0.0059133005,162,0.09740166
51.502784729,0.00592,229,0.49144086
51.5036125183,0.0059233002,188,0.20463397
51.5005111694,0.0059265999,161,0.09269382
51.502784729,0.0059333,232,0.518976
51.5036048889,0.0059365997,191,0.21527036
51.5027732849,0.0059365997,233,0.53488153
51.5004959106,0.0059383001,159,0.08708372
51.5027732849,0.0059466004,233,0.5392468
51.5035972595,0.0059500002,192,0.21088149
51.5027732849,0.0059532999,222,0.45735326
51.5035820007,0.0059633007,190,0.20615655
51.5035629272,0.0059750003,190,0.20554642
51.5035552978,0.0059883003,189,0.19128224
51.5035476684,0.006,184,0.1717895
51.5035324096,0.0060132999,182,0.16820884
51.5028495788,0.0060132999,216,0.40310034
51.5028419494,0.0060132999,221,0.42004195
51.5028572082,0.0060150003,213,0.35669693
51.502872467,0.0060166001,214,0.3538715
51.5032310485,0.0060199999,217,0.38377804
51.5032463073,0.0060215997,218,0.3968897
51.5032234191,0.0060233001,217,0.3876324
51.5035171508,0.0060250005,181,0.16566928
51.5032081604,0.0060266008,218,0.40249303
51.5032615661,0.0060300006,214,0.36979696
51.503124237,0.0060315999,220,0.41318077
51.5029067993,0.0060315999,215,0.35946113
51.5034980773,0.0060349998,181,0.16768977
51.5031967163,0.0060349998,219,0.4040559
51.5031394958,0.0060349998,220,0.41141334
51.5031166076,0.0060349998,220,0.39972666
51.5032730102,0.0060366001,212,0.34335798
51.5029144287,0.0060383005,213,0.3578006
51.5031089782,0.0060400004,217,0.3821115
51.5031814575,0.0060416007,219,0.40483925
51.5030937194,0.0060450005,215,0.37583208
51.5034828186,0.0060466003,181,0.16265379
51.5032958984,0.0060500001,213,0.34750238
51.5030746459,0.0060500001,217,0.3863722
51.5030670166,0.0060515999,217,0.38595286
51.5030517578,0.0060532999,216,0.3818622
51.5029296875,0.0060532999,214,0.36232206
51.5029449462,0.0060550003,214,0.36496046
51.5034751892,0.0060583,180,0.15745084
51.5029525756,0.0060583,218,0.38427895
51.5033035278,0.0060599999,214,0.35969892
51.503036499,0.0060599999,214,0.36616477
51.5030021667,0.0060599999,213,0.35551745
51.5029640197,0.0060599999,220,0.40965196
51.5030021667,0.0060650005,212,0.3520757
51.5029792785,0.0060650005,221,0.41843
51.5030288696,0.0060665998,215,0.36528155
51.5034599304,0.0060700006,179,0.15856327
51.5029945373,0.0060716004,216,0.40763363
51.5033187866,0.0060733003,216,0.37085143
51.503452301,0.0060833001,181,0.17086668
51.5033187866,0.0060850005,217,0.3855338
51.5034332275,0.0060966005,183,0.17404681
51.5033378601,0.0061033,215,0.36971593
51.5034255981,0.0061133003,184,0.16981699
51.5033378601,0.0061200003,215,0.36608425
51.5034103393,0.0061265997,180,0.16114157
51.5034027099,0.0061366004,180,0.16519926
51.5033454895,0.0061416001,217,0.37648904
51.5033950805,0.0061466002,181,0.17525135
51.5033454895,0.0061565999,217,0.38754845
51.503376007,0.0061582999,186,0.18022734
51.5033607482,0.0061666002,184,0.1903727
51.5033531188,0.00617,190,0.20051834
51.5033454895,0.0061715993,214,0.37607837
51.5033302307,0.0061766004,215,0.36737245
51.5033378601,0.0061783003,187,0.19720447
51.5033187866,0.0061865997,188,0.20186608
51.5033187866,0.0061883001,214,0.3705267
51.5033111572,0.0061933002,188,0.19952454
51.5033035278,0.0062016005,189,0.20529275
51.5033302307,0.0062066006,212,0.3537934
51.503288269,0.0062083001,191,0.20564796
51.5032730102,0.0062165999,189,0.19340162
51.5033111572,0.0062199997,215,0.3609689
51.5032539367,0.0062216,185,0.18410242
51.5032463073,0.0062283,185,0.18091469
51.5032234191,0.0062300004,186,0.18951437
51.5032081604,0.0062333002,188,0.19799201
51.5032958984,0.0062366003,215,0.37077025
51.5031890869,0.0062383003,189,0.1976471
51.5031738281,0.0062450003,187,0.19997129
51.5031585693,0.0062533006,191,0.20989874
51.5032730102,0.0062550001,215,0.37085143
51.5031394958,0.0062600002,192,0.222584
51.503124237,0.0062650003,193,0.21999939
51.5032615661,0.0062683,215,0.37101385
51.5031166076,0.0062716002,191,0.20784162
51.5031013488,0.0062799997,191,0.20585114
51.5032386779,0.0062815999,214,0.36963493
51.50308609,0.0062866001,189,0.19490598
51.5030746459,0.006295,186,0.18946682
51.5032310485,0.0062983007,214,0.3580375
51.5030593872,0.0063000011,188,0.20312057
51.5030441284,0.0063100004,189,0.21134825
51.5032157897,0.0063116006,214,0.36272076
51.503036499,0.0063215999,193,0.22892964
51.5032081604,0.006335,213,0.35977802
51.5030288696,0.0063366003,192,0.21781076
51.5002670288,0.0063366003,163,0.098586425
51.5002593994,0.0063416004,162,0.100471206
51.5002593994,0.0063482999,163,0.100672826
51.5031967163,0.0063515996,212,0.35215372
51.5030174255,0.006353301,194,0.23333311
51.50025177,0.006353301,163,0.10015516
51.5030097961,0.0063616008,197,0.2487757
51.5002441406,0.0063616008,162,0.096897304
51.5002365112,0.0063666,161,0.095590286
51.5002288818,0.0063683004,159,0.08868812
51.5031890869,0.0063733005,211,0.34099677
51.5030097961,0.0063733005,199,0.26558015
51.5030097961,0.0063816003,200,0.26607865
51.5031738281,0.0063950004,211,0.33940458
51.5030288696,0.0063999996,201,0.2700295
51.5031661987,0.0064082994,211,0.33940458
51.5031509399,0.006420001,210,0.33428952
51.5030441284,0.0064249997,200,0.26446137
51.5031394958,0.0064383001,210,0.3319037
51.5030593872,0.0064482998,201,0.2692734
51.503124237,0.0064516,209,0.33034545
51.5031166076,0.0064516,208,0.321915
51.5031089782,0.0064549994,206,0.31202564
51.5031013488,0.0064650006,206,0.30962676
51.50308609,0.0064766001,201,0.2725622
51.5031089782,0.0064882998,203,0.288956
51.5031089782,0.0065100002,198,0.26260528
51.5031089782,0.0065150012,202,0.27123022
51.5031166076,0.0065299997,194,0.23700652
51.5031394958,0.0065350003,185,0.17632757
51.503124237,0.0065383005,201,0.27015573
51.5031394958,0.0065416007,189,0.19008626
51.503124237,0.0065433001,184,0.19568603
51.5031394958,0.0065499997,181,0.16244309
51.5031394958,0.0065515999,194,0.2166965
51.5031394958,0.0065549998,201,0.26186588
51.5031394958,0.0065566005,196,0.23502286
51.4999771118,0.0065582995,158,0.08963042
51.5031394958,0.0065616006,197,0.24936727
51.5031509399,0.0065683002,199,0.25019726
51.4999580383,0.0065700006,159,0.09021019
51.4999504089,0.0065815997,159,0.09058066
51.4999351501,0.0065866003,159,0.08952536
51.4999427795,0.0065900001,159,0.09234337
51.4999275207,0.0065932998,158,0.08641774
51.4999427795,0.0065950002,160,0.09127188
51.4999275207,0.0066066002,160,0.092182025
51.4999008178,0.0066083006,159,0.092182025
51.4999198913,0.0066150002,160,0.09129854
51.4998931884,0.0066182999,160,0.09129854
51.499885559,0.0066249995,160,0.09250499
51.4999008178,0.0066266002,160,0.09132523
51.4998931884,0.0066366004,160,0.09277481
51.4998703002,0.0066366004,160,0.10090353
51.4998626708,0.0066433005,163,0.102676906
51.499885559,0.0066483011,160,0.09361514
51.4998550415,0.0066550006,163,0.09924001
51.4998703002,0.0066599998,161,0.09572867
51.4998435974,0.0066616005,163,0.10078812
51.4998626708,0.0066716003,161,0.09572867
51.4998550415,0.0066850004,161,0.095756344
51.4998283386,0.0066850004,163,0.099553846
51.499835968,0.0066983008,161,0.097457744
51.4998283386,0.0067116012,162,0.098558016
51.4998130798,0.0067133002,162,0.098275
51.4998130798,0.0067216005,162,0.0986147
51.499797821,0.0067316002,162,0.09534164
51.499797821,0.0067350001,163,0.10075932
51.4993476867,0.0067366003,160,0.09018375
51.4993476867,0.0067366003,158,0.088168025
51.4993476867,0.0067382998,158,0.08762457
51.4997901916,0.0067432999,163,0.10127944
51.4993553161,0.0067449998,161,0.09315359
51.4997711181,0.0067533006,163,0.1013953
51.4997787475,0.0067550001,160,0.09151208
51.4993553161,0.0067566008,161,0.09592269
51.4997634887,0.0067649993,163,0.101366386
51.4993553161,0.0067666006,163,0.096897304
51.4997634887,0.006775,159,0.08866205
51.4993553161,0.0067766003,163,0.09918303
51.4997558593,0.0067799997,162,0.10444517
51.4993667602,0.0067883005,164,0.1015403
51.4997406005,0.0067932996,164,0.10811508
51.4997558593,0.006795,158,0.085654356
51.4993743896,0.0068033008,163,0.10191807
51.4997329711,0.0068083,166,0.1104214
51.499382019,0.0068166007,163,0.10171452
51.499721527,0.0068199996,166,0.11091845
51.4997329711,0.0068249998,159,0.09476332
51.4997138977,0.0068316006,167,0.111573495
51.499382019,0.0068333001,163,0.101627365
51.499721527,0.0068416004,163,0.10171452
51.4996986389,0.0068416004,167,0.11273503
51.4993896484,0.0068482995,163,0.10156935
51.4997138977,0.0068499994,163,0.10171452
51.4996833801,0.0068533,167,0.113303594
51.4997062683,0.0068600006,163,0.100442454
51.4996757507,0.0068650007,167,0.11349359
51.4993896484,0.0068700003,163,0.10142429
51.4996910095,0.0068716001,162,0.09835985
51.4996566772,0.0068766002,167,0.11119878
51.4993972778,0.0068850002,163,0.10156935
51.4996833801,0.0068866009,161,0.096116975
51.4996490478,0.0068882999,166,0.10964836
51.4996414184,0.0069,165,0.10729426
51.4994049072,0.0069016003,163,0.10151126
51.4996681213,0.0069032998,161,0.0939421
51.499633789,0.0069115996,164,0.1037645
51.4996566772,0.0069149999,159,0.09007816
51.4994049072,0.0069183006,163,0.10145333
51.4996261596,0.0069250001,164,0.100730434
51.4996490478,0.0069283008,158,0.08626474
51.4994125366,0.0069350004,163,0.10159834
51.4996109008,0.0069400005,162,0.09542447
51.4995994567,0.0069532995,160,0.089551635
51.4994239807,0.0069582996,163,0.10156935
51.4994316101,0.0069750003,163,0.10142429
51.4994392395,0.0069883003,163,0.101366386
51.4994468688,0.0069983,163,0.10119255
51.4994544982,0.0070100002,162,0.099839784
51.4994621276,0.0070233001,162,0.09904071
51.4994773864,0.0070250005,162,0.09751398
51.4994888305,0.0070365996,162,0.09785159
51.4994239807,0.0070832996,163,0.10420808
51.4994239807,0.0070850009,164,0.10432657
51.4994239807,0.0070883007,162,0.099811226
51.4994125366,0.0070883007,164,0.104296945
51.4994239807,0.0070900011,164,0.10276473
51.4994239807,0.0070900011,163,0.10119255
51.4994239807,0.0070900011,162,0.099582426
51.4994125366,0.0070900011,164,0.10426729
51.4994316101,0.0070933008,158,0.0904482
51.4994239807,0.0070950002,164,0.10438584
51.4994239807,0.0071150007,164,0.10361698
51.4994239807,0.0071332998,163,0.104771934
51.4994239807,0.0071516008,164,0.105189025
51.4994239807,0.0071633005,165,0.10551764
51.4994125366,0.0071733002,164,0.1060572
51.4993972778,0.0071850004,165,0.10503996
51.4993896484,0.0071950006,163,0.105487734
51.499382019,0.0072083001,166,0.11004982
51.4993743896,0.0072232999,166,0.11045246
51.4993667602,0.0072382998,166,0.10974092
51.4993476867,0.0072483005,166,0.10986437
51.4993400573,0.0072583007,167,0.11147976
51.4993247985,0.0072633004,166,0.11063871
51.4993095397,0.0072699999,168,0.119609825
51.4992828369,0.0072699999,170,0.123457216
51.4988670349,0.0072699999,158,0.08705808
51.4993019104,0.0072716002,169,0.12163858
51.4992752075,0.0072766008,170,0.12338946
51.4992752075,0.0072800006,170,0.121672094
51.4992752075,0.0072816009,169,0.118556276
51.4992752075,0.0072833003,168,0.113430254
51.4992752075,0.0072833003,166,0.10802364
51.4992752075,0.0072833003,164,0.10024129
51.4992752075,0.0072833003,160,0.09005174
51.4988670349,0.0072849998,158,0.08710943
51.4988594055,0.0073033003,158,0.08611182
51.4988441467,0.0073415999,158,0.086315714
51.4988365173,0.0073583002,158,0.08721223
51.4988288879,0.0073683013,158,0.08739242
51.4988212585,0.0073750009,158,0.08777956
51.4988136291,0.0073850002,158,0.087986596
51.498802185,0.0073916006,158,0.08775373
51.4987869262,0.0073983006,158,0.08780545
51.4987792968,0.0074066009,158,0.08842782
51.4987716674,0.0074182996,159,0.08790897
51.498764038,0.0074366002,159,0.089420415
51.4987564086,0.0074566001,159,0.089682996
51.4991378784,0.0074633002,158,0.08991993
51.499130249,0.0074665999,160,0.09600593
51.4991226196,0.0074682998,162,0.098190196
51.4991111755,0.0074682998,161,0.096116975
51.4990959167,0.0074699997,161,0.09328921
51.4990882873,0.0074733009,160,0.09039529
51.4987449645,0.0074766006,159,0.090289496
51.4990730285,0.0074833006,159,0.09063362
51.4990653991,0.0074966006,160,0.095120996
51.4987373352,0.0074966006,159,0.0919672
51.4990577697,0.0075100002,162,0.100269966
51.4987297058,0.0075150003,160,0.09282884
51.4990463256,0.007525,164,0.1039417
51.4990386962,0.0075365996,165,0.10702166
51.4987220764,0.0075365996,160,0.09296407
51.4990310668,0.0075466008,166,0.11039041
51.498714447,0.0075550007,160,0.0915923
51.4990234375,0.0075566005,166,0.11226307
51.4990081787,0.0075683002,167,0.115825854
51.4987068176,0.0075749998,159,0.09143194
51.4990005493,0.0075816001,168,0.1193458
51.4989891052,0.0075933008,169,0.123118825
51.4986915588,0.0075933008,159,0.09105877
51.4989814758,0.0076050004,170,0.12650168
51.4986724853,0.0076099996,159,0.09076634
51.498966217,0.0076166005,172,0.13038184
51.4989585876,0.0076250004,174,0.13750015
51.4986648559,0.0076283001,159,0.09058066
51.4989509582,0.0076366,174,0.13905683
51.4989356994,0.0076483001,175,0.14316227
51.4986572265,0.0076483001,159,0.09031589
51.4989242553,0.0076616001,176,0.1479881
51.4986419677,0.0076666002,159,0.09039529
51.4989166259,0.0076750001,177,0.15290196
51.4989013671,0.0076866002,179,0.15806805
