latitude,longitude,sound peak
51.4996414184,0.0103850007,25
51.499633789,0.0103916001,6
51.499633789,0.0103999996,5
51.4996261596,0.01041,3
51.4996109008,0.0104200005,19
51.4995994567,0.0104299998,4
51.4995918273,0.0104400002,2
51.4995765686,0.0104516005,2
51.4995689392,0.01046,2
51.4995613098,0.0104699993,5
51.499546051,0.0104815995,1
51.4995346069,0.0104932999,0
51.4995269775,0.0105033004,0
51.4995193481,0.0105115997,1
51.4995117187,0.0105200004,2
51.4995040893,0.0105299997,5
51.4994888305,0.010538299,0
51.4994773864,0.010545001,1
51.499469757,0.0105533003,2
51.4994621276,0.0105632996,2
51.4994544982,0.010575,4
51.4994468688,0.0105833005,1
51.4994392395,0.0105932998,3
51.4994316101,0.0106033003,3
51.4994125366,0.0106116008,1
51.4994049072,0.0106199991,3
51.4993972778,0.0106315994,3
51.4993896484,0.010643301,1
51.499382019,0.0106565999,1
51.4993667602,0.0106683003,3
51.4993553161,0.0106800007,2
51.4993476867,0.0106933009,2
51.4993400573,0.0107066011,5
51.4993324279,0.0107166004,1
51.4993247985,0.0107265996,2
51.4993171691,0.0107350003,3
51.4993095397,0.0107433009,3
51.4993019104,0.0107533001,2
51.4992904663,0.0107650005,5
51.4992828369,0.0107732999,2
51.4992675781,0.0107833003,5
51.4992599487,0.0107949995,10
51.4992523193,0.0108050001,3
51.4992446899,0.0108150005,2
51.4992332458,0.0108266008,4
51.499217987,0.0108399999,8
51.4992103576,0.0108500003,3
51.4992027282,0.0108582997,10
51.4991874694,0.0108666002,4
51.49917984,0.0108765995,3
51.4991683959,0.0108866,10
51.4991607666,0.0108949995,9
51.4991531372,0.0109050011,8
51.4991455078,0.0109166013,8
51.4991378784,0.0109232997,9
51.499130249,0.0109350002,10
51.4991226196,0.0109466004,8
51.4991111755,0.0109582996,13
51.4991035461,0.0109683012,9
51.4990959167,0.0109783005,5
51.4990882873,0.0109915995,21
51.4990806579,0.0110049998,16
51.4990730285,0.0110166001,11
51.4990577697,0.0110300004,12
51.4990463256,0.0110432994,9
51.4990386962,0.0110566008,8
51.4990310668,0.0110699999,16
51.4990234375,0.011085,12
51.4990158081,0.0110950005,9
51.4990081787,0.0111083006,5
51.4990005493,0.0111183011,5
51.4989814758,0.0111283004,4
51.4989738464,0.0111400008,5
51.498966217,0.0111500012,6
51.4989585876,0.0111616003,20
51.4989509582,0.0111750006,7
51.4989356994,0.0111866009,7
51.4989242553,0.0112032997,28
51.4989166259,0.0112100005,9
51.4989013671,0.0112165999,12
51.4988937377,0.0112249994,8
51.4988861083,0.0112316,12
51.498878479,0.0112400007,6
51.4988670349,0.0112483012,10
51.4988517761,0.0112616002,14
51.4988441467,0.0112750005,10
51.4988365173,0.0112849998,10
51.4988288879,0.0112933003,8
51.4988212585,0.0113015997,27
51.4988136291,0.0113100004,21
51.498802185,0.011315,12
51.4987945556,0.0113200008,9
51.4987869262,0.0113250005,18
51.4987792968,0.0113300001,8
51.4987716674,0.0113383007,22
51.498764038,0.0113466,22
51.4987449645,0.0113566005,24
51.4987373352,0.0113683009,15
51.4987297058,0.0113815999,11
51.4987297058,0.0113915991,34
51.4987220764,0.0114016008,25
51.498714447,0.0114133,9
51.4987068176,0.0114283001,9
51.4986915588,0.0114450001,12
51.4986801147,0.0114600002,7
51.4986648559,0.0114716005,17
51.4986572265,0.0114900004,13
51.4986495971,0.0114999997,12
51.4986419677,0.0115100002,7
51.4986343383,0.0115183007,28
51.4986228942,0.0115283,5
51.4986152648,0.0115400004,21
51.4986076354,0.0115516006,12
51.4986000061,0.011565001,16
51.4985923767,0.0115800011,23
51.4985847473,0.0115933001,24
51.4985771179,0.0116066002,14
51.4985694885,0.0116233003,19
51.4985580444,0.0116366004,19
51.4985427856,0.0116499996,20
51.4985351562,0.0116650009,11
51.4985275268,0.0116716015,17
51.4985198974,0.0116750001,27
51.498512268,0.0116782999,22
51.4985008239,0.0116832995,18
51.4984855651,0.0116900014,6
51.4984779357,0.0116950011,6
51.4984703063,0.0117050004,20
51.4984550476,0.0117166006,28
51.4984474182,0.0117300009,11
51.4984359741,0.0117400002,8
51.4984207153,0.0117465996,23
51.4984130859,0.0117550003,9
51.4984054565,0.0117583012,22
51.4983901977,0.0117683005,17
51.4983787536,0.0117716002,4
51.4983711242,0.0117765998,6
51.4983558654,0.0117833006,3
51.498348236,0.0117883002,4
51.4983329772,0.0117966008,2
51.4983253479,0.0118016004,3
51.4983062744,0.0118133008,4
51.498298645,0.011825,3
51.4982833862,0.0118350005,2
51.4982757568,0.0118415999,3
51.4982566833,0.0118516004,3
51.4982490539,0.0118583,7
51.4982414245,0.0118682992,4
51.4982414245,0.0118900001,3
51.4982337951,0.0118983006,3
51.4982261657,0.0119083011,2
51.4982109069,0.0119183004,2
51.4982032775,0.011925,1
51.4981918334,0.0119333004,3
51.4981842041,0.0119366002,3
51.4981765747,0.0119416009,2
51.4981689453,0.0119466007,13
51.4981613159,0.0119483005,10
51.4981536865,0.0119550001,11
51.4981460571,0.0119600009,4
51.498134613,0.0119700002,7
51.4981269836,0.0119933009,7
51.4981193542,0.0120133006,9
51.4981117248,0.0120249998,1
51.4981040954,0.0120399999,22
51.4981040954,0.0120516002,1
51.498096466,0.0120633006,23
51.4980888366,0.0120866,47
51.4980697631,0.0121000003,9
51.4980621337,0.0120950007,3
51.4980545043,0.012105,2
51.4980392456,0.0121216011,9
51.4980316162,0.0121366,4
51.4980239868,0.0121483016,0
51.4980125427,0.0121566009,1
51.4980049133,0.0121666002,10
51.4979972839,0.0121783006,6
51.4979896545,0.0121850001,9
51.4979820251,0.0121950006,25
51.4979743957,0.0122000002,1
51.4979667663,0.0122100007,1
51.4979591369,0.0122150003,0
51.4979476928,0.012221601,7
51.4979400634,0.0122400009,1
51.497932434,0.0122532999,2
51.4979248046,0.0122699999,1
51.4979171752,0.0122816002,2
51.4979095458,0.0122915995,2
51.4979019165,0.0123015999,1
51.4978904724,0.0123183,4
51.497882843,0.0123333001,3
51.4978752136,0.0123399996,1
51.4978675842,0.0123516011,2
51.4978599548,0.0123616003,4
51.4978523254,0.0123783004,2
51.4978370666,0.0123933005,1
51.4978256225,0.0124066007,1
51.4978179931,0.0124183011,2
51.4978103637,0.0124316,1
51.4977951049,0.0124416005,3
51.4977951049,0.0124600005,2
51.4977798461,0.0124716007,3
51.497768402,0.0124816,8
51.4977607727,0.0124900007,2
51.4977531433,0.0125,1
51.4977455139,0.0125050008,1
51.4977378845,0.0125149989,1
51.4977302551,0.0125250005,22
51.4977226257,0.012535001,3
51.4977149963,0.0125433015,4
51.4976959228,0.0125516009,3
51.4976882934,0.0125582993,29
51.497680664,0.0125599992,7
51.4976654052,0.0125616014,16
51.4976577758,0.0125699996,2
51.4976387023,0.0125766015,13
51.4976234436,0.0125850009,4
51.4976158142,0.0125916004,3
51.4976081848,0.0126066017,5
51.4976005554,0.0126183009,6
51.497592926,0.0126283001,19
51.4975814819,0.0126366007,1
51.4975738525,0.0126516008,4
51.4975662231,0.0126666009,24
51.4975585937,0.012681601,4
51.4975509643,0.0126965999,10
51.4975433349,0.0127083003,1
51.4975433349,0.0127250003,1
51.4975357055,0.0127616024,2
51.4975242614,0.0127750015,1
51.497516632,0.0127799999,1
51.4975013732,0.0127900004,0
51.4974937438,0.0128016006,1
51.4974861145,0.012813301,1
51.4974708557,0.0128733015,0
51.4974594116,0.012880001,1
51.4974517822,0.0128883004,1
51.4974441528,0.0129016017,1
51.4974365234,0.0130133008,1
51.4974365234,0.0131165993,2
51.497428894,0.0131733,7
51.497428894,0.0132449996,1
51.4974212646,0.0132966017,4
51.4974136352,0.0133132994,8
51.4974136352,0.0133200001,7
51.4974021911,0.0133265995,2
51.4974021911,0.0133416008,1
51.4973945617,0.0133516013,1
51.4973869323,0.0133450007,1
51.4973793029,0.0133366,2
51.4973716735,0.0133482992,1
51.4973640441,0.0133516013,2
51.4973564147,0.0133499991,1
51.4973487854,0.0133583009,2
51.4973373413,0.0133666014,2
51.4973297119,0.0133765995,3
51.4973220825,0.0133783006,2
51.4973144531,0.0133765995,6
51.4973068237,0.0133816003,4
51.4972991943,0.0133800005,2
51.4972991943,0.0133750009,1
51.4972915649,0.0133750009,1
51.4972801208,0.013373301,2
51.497264862,0.013373301,1
51.4972572326,0.0133783006,2
51.4972496032,0.0133850002,1
51.4972419738,0.0133933007,15
51.497226715,0.0134166002,2
51.4972152709,0.0134232997,9
51.4972076416,0.013425002,9
51.4972000122,0.0135200011,11
51.4971847534,0.0136333,13
51.4971694946,0.0137233006,6
51.4971580505,0.0137750017,6
51.4971504211,0.0138016009,1
51.4971427917,0.0138300001,1
51.4971427917,0.0138666009,1
51.4971275329,0.0138766002,1
51.4971199035,0.0138815999,1
51.4971199035,0.0138899993,3
51.4971122741,0.0138849997,2
51.4971046447,0.0138766002,3
51.4971046447,0.0138715993,2
51.4970855712,0.0138683009,3
51.4970703125,0.0138666009,1
51.4970626831,0.0138683009,0
51.4970550537,0.0138666009,3
51.4970359802,0.0138750017,1
51.4970283508,0.0138866006,1
51.4970207214,0.0138815999,2
51.497013092,0.0138766002,1
51.4970054626,0.0138750017,2
51.4969902038,0.0138833022,0
51.4969902038,0.0138883007,2
51.4969825744,0.0138833022,4
51.4969635009,0.0138783001,1
51.4969482421,0.0138800012,3
51.4969406127,0.0138849997,1
51.4969329833,0.0138982999,1
51.496925354,0.0138933002,1
51.4969062805,0.0138966012,1
51.4968986511,0.0138999998,1
51.4968910217,0.013903302,0
51.4968833923,0.0139116024,0
51.4968757629,0.0139199995,0
51.4968681335,0.0139199995,0
51.4968681335,0.0139233005,1
51.4968605041,0.0139249992,0
51.49684906,0.0139266002,1
51.4968414306,0.0139249992,1
51.4968338012,0.0139283,2
51.4968261718,0.0139333009,2
51.4968185424,0.0139350008,8
51.496810913,0.0139400005,5
51.4968032836,0.0139383018,2
51.4967918395,0.0139383018,6
51.4967765808,0.0139416003,4
51.4967689514,0.0139433013,1
51.496761322,0.0139482998,6
51.4967460632,0.0139549994,8
51.4967384338,0.0139616001,6
51.4967269897,0.0139683008,1
51.4967193603,0.0139766001,0
51.4967117309,0.0139815998,2
51.4966964721,0.0139900016,3
51.4966888427,0.0139950013,5
51.4966697692,0.0140016021,11
51.4966621398,0.0140133008,7
51.4966468811,0.0140165996,1
51.4966468811,0.0140250015,10
51.4966316223,0.0140333008,1
51.4966239929,0.0140433001,2
51.4966163635,0.0140532994,2
51.4966049194,0.0140583014,2
51.4965896606,0.0140700006,1
51.4965820312,0.0140783014,2
51.4965820312,0.0140883016,1
51.4965744018,0.0140982999,1
51.4965667724,0.0141083002,10
51.496559143,0.0141200008,2
51.4965476989,0.0141333007,2
51.4965400695,0.0141416015,1
51.4965248107,0.0141516017,1
51.4965171813,0.0141633009,1
51.496509552,0.0141750001,2
51.4965019226,0.0141833009,3
51.4964942932,0.0142015991,4
51.4964752197,0.0142083001,5
51.4964675903,0.0142215991,4
51.4964599609,0.0142333006,2
51.4964599609,0.0143199992,7
51.4964523315,0.0144115996,4
51.4964523315,0.0144666004,1
51.4964447021,0.0144600009,1
51.4964447021,0.0144633007,4
51.4964447021,0.0144699993,3
51.4964447021,0.0144765996,2
51.4964447021,0.0144850006,1
51.4964447021,0.0144932994,2
51.4964370727,0.0145016002,3
51.4964370727,0.0145083007,2
51.4964256286,0.0145115995,3
51.4964256286,0.0145200014,2
51.4964179992,0.0145332994,2
51.4964179992,0.0145466017,3
51.4964103698,0.0145583009,2
51.4964179992,0.0145650014,1
51.4964103698,0.0145716009,1
51.4964027404,0.0145866012,8
51.496395111,0.0146033,3
51.496395111,0.0146150007,4
51.4963874816,0.0146316003,1
51.4963798522,0.0146416006,2
51.4963722229,0.0146533002,3
51.4963607788,0.0146650018,3
51.49634552,0.0146783008,2
51.4963302612,0.0146850013,2
51.4963226318,0.0146933021,3
51.4963150024,0.0147032999,2
51.4963035583,0.0147099995,12
51.4962959289,0.0147166004,2
51.4962882995,0.0147233009,6
51.4962730407,0.0147316002,4
51.4962654113,0.0147416009,6
51.4962501525,0.0147500014,16
51.4962387084,0.0147600007,5
51.4962234497,0.0147782993,4
51.4962158203,0.0147883009,4
51.4962081909,0.0148050012,2
51.4961929321,0.0148150014,4
51.496181488,0.0148333001,2
51.4961738586,0.0148465991,3
51.4961662292,0.0148616003,3
51.4961509704,0.0148733005,2
51.496143341,0.0148882999,3
51.4961357116,0.0149015998,1
51.4961280822,0.0149166002,4
51.4961166381,0.0149300003,2
51.4961013793,0.0149416017,3
51.4961013793,0.0149583005,3
51.4960861206,0.0149716005,4
51.4960861206,0.014991599,2
51.4960784912,0.0150066003,3
51.4960594177,0.0150216007,2
51.4960594177,0.0150416016,2
51.4960441589,0.0150550007,3
51.4960365295,0.0150699996,3
51.4960289001,0.015085,4
51.4960212707,0.0150950002,2
51.4960136413,0.0151133003,5
51.4959945678,0.0151266002,3
51.4959869384,0.0151366004,13
51.4959869384,0.0151533007,13
51.4959716796,0.0151649999,1
51.4959640502,0.0151800012,9
51.4959564208,0.0151933002,11
51.4959487915,0.0152066001,4
51.4959487915,0.0152199993,4
51.495929718,0.0152315998,2
51.4959220886,0.015241599,6
51.4959144592,0.0152550005,3
51.4959068298,0.015268301,19
51.4958992004,0.0152799987,5
51.495891571,0.0152916002,2
51.4958839416,0.0153050003,0
51.4958724975,0.0153200006,1
51.4958724975,0.0153366017,11
51.4958572387,0.0153465995,5
51.4958496093,0.0153633012,3
51.4958419799,0.0153782987,2
51.4958343505,0.0153966007,2
51.4958267211,0.0154150009,1
51.495815277,0.0154332995,7
51.495815277,0.0154515991,0
51.4958076477,0.0154783,20
51.4958000183,0.0154982995,6
51.4957923889,0.0155183019,2
51.4957847595,0.0155366001,1
51.4957847595,0.0155583009,1
51.4957771301,0.0155733013,1
51.4957695007,0.0155900001,1
51.4957618713,0.0156065998,1
51.4957618713,0.0156250009,3
51.4957618713,0.0156450009,13
51.4957618713,0.01567,8
51.4957618713,0.0156850004,2
51.4957504272,0.0157000007,1
51.4957504272,0.0157182989,2
51.4957427978,0.0157333002,2
51.4957427978,0.0157516002,2
51.4957427978,0.0157683014,2
51.4957427978,0.0157866001,1
51.4957351684,0.0158032999,1
51.495727539,0.0158183002,2
51.495727539,0.0158333005,2
51.4957199096,0.0158516001,1
51.4957199096,0.0158683004,2
51.4957122802,0.0158833003,2
51.4957122802,0.0159000015,6
51.4957122802,0.0159150004,3
51.4957046508,0.0159333014,3
51.4956855773,0.0159483013,3
51.4956779479,0.0159632992,4
51.4956703186,0.0159816017,3
51.4956626892,0.0160016002,4
51.4956626892,0.0160215997,3
51.4956550598,0.0160416007,9
51.4956474304,0.0160583019,3
51.495639801,0.0160766005,2
51.495639801,0.0160966014,8
51.4956283569,0.0161132993,10
51.4956207275,0.0161300001,5
51.4956130981,0.01615,2
51.4956130981,0.0161666011,2
51.4956054687,0.0161833,1
51.4955978393,0.016201601,3
51.4955978393,0.0162165999,2
51.4955902099,0.0162333011,2
51.4955825805,0.0162516012,3
51.4955825805,0.016266601,3
51.4955711364,0.0162883019,2
51.4955711364,0.0163050007,2
51.495563507,0.0163232994,3
51.495563507,0.0163400006,5
51.4955558776,0.0163566007,3
51.4955482482,0.016374999,3
51.4955406188,0.0163900017,2
51.4955329895,0.0164049997,3
51.4955329895,0.0164215993,2
51.4955253601,0.0164400005,4
51.4955177307,0.01646,5
51.4955062866,0.0164783,3
51.4954986572,0.0164950013,2
51.4954910278,0.0165082988,2
51.4954910278,0.0165233001,3
51.4954833984,0.0165382995,2
51.495475769,0.0165533008,5
51.4954681396,0.0165683007,4
51.4954605102,0.0165816011,2
51.4954490661,0.0165916013,1
51.4954414367,0.0166033005,1
51.4954338073,0.0166182994,3
51.4954261779,0.0166316008,2
51.4954185485,0.0166499996,1
51.4954185485,0.0166666007,3
51.4954109191,0.0166800012,2
51.4954032897,0.0166949996,3
51.4953956604,0.0167083015,2
51.4953842163,0.0167216005,2
51.4953765869,0.0167383012,2
51.4953689575,0.0167532992,3
51.4953689575,0.0167716016,5
51.4953613281,0.0167866015,5
51.4953536987,0.016801598,2
51.4953460693,0.0168183016,2
51.4953384399,0.0168400025,1
51.4953384399,0.0168615999,1
51.4953269958,0.0168799996,2
51.4953269958,0.0168966031,1
51.4953193664,0.0169133005,3
51.4953193664,0.0169316005,4
51.495311737,0.0169500017,4
51.495311737,0.0169700012,3
51.495311737,0.0169866013,4
51.4953041076,0.0170032987,3
51.4952964782,0.0170233011,5
51.4952964782,0.0170400009,4
51.4952888488,0.0170550012,2
51.4952812194,0.0170716023,3
51.4952812194,0.0170900001,3
51.4952812194,0.0171065998,3
51.49527359,0.0171250009,4
51.49527359,0.0171433019,1
51.49527359,0.0171633005,4
51.4952621459,0.0171816015,1
51.4952545166,0.0171983003,2
51.4952545166,0.0172166004,2
51.4952545166,0.0172316017,4
51.4952468872,0.0172466015,2
51.4952392578,0.0172633004,2
51.4952316284,0.0172783002,2
51.4952316284,0.0172933006,7
51.495223999,0.0173083009,6
51.495223999,0.0173215999,21
51.4952163696,0.0173366012,18
51.4952163696,0.0173550009,2
51.4952049255,0.0173682999,2
51.4951972961,0.0173800001,5
51.4951972961,0.017394998,2
51.4951896667,0.0174133005,3
51.4951896667,0.0174300012,3
51.4951820373,0.0174466013,4
51.4951820373,0.0174633002,3
51.4951744079,0.017479999,4
51.4951667785,0.0174965991,4
51.4951591491,0.0175150012,2
51.4951591491,0.0175316023,2
51.4951515197,0.0175482997,5
51.4951400756,0.017565,2
51.4951400756,0.0175816001,2
51.4951324462,0.0175966014,2
51.4951248168,0.0176100015,3
51.4951248168,0.0176200008,9
51.4951171875,0.0176283001,7
51.4951019287,0.0176382994,5
51.4950942993,0.0176466012,5
51.4950752258,0.0176515998,4
51.4950675964,0.017650001,5
51.4950675964,0.0176466012,6
51.495059967,0.0176433014,11
51.4950523376,0.0176416015,5
51.4950447082,0.0176333007,2
51.4950370788,0.0176300024,3
51.4950180053,0.0176216006,6
51.4950103759,0.0176182994,4
51.4950027465,0.0176100015,4
51.4949951171,0.0176065993,2
51.4949874877,0.017601602,6
51.4949798583,0.0175983009,1
51.494972229,0.0175966014,6
51.4949607849,0.0175950002,4
51.4949531555,0.0175916013,0
51.4949455261,0.0175866007,1
51.4949378967,0.017583301,1
51.4949226379,0.0175816001,0
51.4949150085,0.0175783014,0
51.4949073791,0.0175766015,0
51.494895935,0.0175749993,1
51.4948883056,0.0175732994,1
51.4948806762,0.0175715994,0
51.4948730468,0.0175700006,1
51.494857788,0.0175700006,1
51.4948501586,0.0175715994,1
51.4948387145,0.0175749993,2
51.4948234558,0.017583301,0
51.4948158264,0.0175850019,0
51.4948005676,0.0175816001,0
51.4947929382,0.0175850019,0
51.4947738647,0.0175800013,1
51.4947662353,0.0175850019,2
51.4947509765,0.0175715994,1
51.4947433471,0.0175616016,5
51.4947280883,0.0175500011,4
51.4947090148,0.0175333013,3
51.4946937561,0.0175215983,2
51.4946784973,0.0175082993,3
51.4946708679,0.0174933004,1
51.4946632385,0.0174766006,4
51.4946517944,0.0174615993,2
51.4946517944,0.0174449992,2
51.494644165,0.0174350013,2
51.4946365356,0.0174266004,2
51.4946365356,0.0174133005,0
51.4946289062,0.017394998,0
51.4946212768,0.0173800001,0
51.4946136474,0.0173666,2
51.4946136474,0.0173532986,1
51.494606018,0.0173333001,0
51.4945945739,0.0173215999,2
51.4945869445,0.0173083009,0
51.4945793151,0.0172983026,1
51.4945716857,0.0172850012,3
51.4945716857,0.0172733011,3
51.4945716857,0.0172616004,2
51.4945640563,0.0172466015,0
51.4945640563,0.0172333002,0
51.4945640563,0.0172232999,0
51.494556427,0.0172083005,1
51.494556427,0.0171949996,2
51.494556427,0.0171833014,1
51.494556427,0.0171715998,0
51.4945487976,0.0171616005,0
51.4945487976,0.0171515998,0
51.4945411682,0.0171400012,2
51.4945411682,0.0171283006,1
51.4945411682,0.0171166,0
51.4945297241,0.0171050014,1
51.4945297241,0.0170950007,1
51.4945297241,0.0170783019,2
51.4945297241,0.0170650005,1
51.4945297241,0.0170550012,6
51.4945411682,0.0170449995,0
51.4945411682,0.0170350017,0
51.4945411682,0.0170283007,0
51.4945297241,0.0170200004,0
51.4945297241,0.0170116004,1
51.4945220947,0.0170016002,0
51.4945220947,0.0169933009,0
51.4945220947,0.0169883012,0
51.4945220947,0.0169816007,0
51.4945144653,0.0169750022,0
51.4945068359,0.0169683003,1
51.4944992065,0.0169600009,1
51.4944915771,0.0169515991,0
51.4944915771,0.0169416007,0
51.4944839477,0.0169283018,2
51.4944839477,0.0169183015,0
51.4944725036,0.0169066009,1
51.4944725036,0.0169000015,1
51.4944648742,0.0168915996,6
51.4944648742,0.0168799996,0
51.4944572448,0.0168699989,0
51.4944572448,0.0168566012,0
51.4944496154,0.0168449997,0
51.4944496154,0.0168366012,0
51.4944496154,0.0168249988,1
51.494441986,0.0168165993,0
51.494441986,0.0168066015,0
51.4944343566,0.0167950019,0
51.4944343566,0.0167815995,0
51.4944343566,0.0167666006,0
51.4944343566,0.0167516002,0
51.4944343566,0.0167366003,0
51.4944267272,0.0167199993,0
51.4944267272,0.0167065992,0
51.4944267272,0.0166933002,0
51.4944190979,0.0166766023,1
51.4944190979,0.016661601,0
51.4944076538,0.0166450014,1
51.4944000244,0.0166283011,11
51.4944000244,0.0166133022,23
51.494392395,0.016596601,17
51.494392395,0.0165833005,2
51.494392395,0.0165700006,4
51.4943847656,0.0165549993,4
51.4943847656,0.0165382995,1
51.4943847656,0.0165250005,0
51.4943771362,0.0165116014,0
51.4943771362,0.0164950013,2
51.4943695068,0.01648,2
51.4943695068,0.0164650011,2
51.4943618774,0.0164483013,4
51.4943618774,0.0164333,34
51.4943504333,0.016420001,12
51.4943504333,0.0164100003,5
51.4943428039,0.0163950014,2
51.4943351745,0.0163800001,21
51.4943275451,0.0163666009,4
51.4943275451,0.0163532996,5
51.4943199157,0.0163416004,2
51.4943199157,0.0163283014,3
51.4943122863,0.016313301,1
51.4943122863,0.0162983012,2
51.4943046569,0.0162832999,0
51.4942970275,0.016266601,2
51.4942970275,0.0162532997,4
51.4942855834,0.0162400007,1
51.4942855834,0.0162300004,1
51.4942779541,0.0162165999,23
51.4942779541,0.0161999998,3
51.4942703247,0.0161849999,2
51.4942626953,0.0161682987,0
51.4942626953,0.0161550021,0
51.4942550659,0.0161416006,2
51.4942550659,0.0161250009,5
51.4942474365,0.0161083006,1
51.4942474365,0.0160916018,1
51.4942398071,0.0160766005,6
51.494228363,0.0160616016,5
51.494228363,0.0160466003,12
51.4942207336,0.0160315999,7
51.4942207336,0.0160166015,3
51.4942131042,0.0160000014,3
51.4942131042,0.0159833002,1
51.4942054748,0.0159666004,0
51.4941978454,0.0159500002,0
51.494190216,0.0159333014,4
51.494190216,0.0159183015,3
51.494190216,0.0159000015,3
51.494190216,0.0158816003,1
51.494190216,0.0158633003,7
51.4941978454,0.0158466005,1
51.4941978454,0.0158316016,0
51.4941978454,0.0158150014,0
51.4942054748,0.0158000001,0
51.4942054748,0.0157833003,1
51.4942054748,0.0157700004,11
51.4942054748,0.0157533001,25
51.4942054748,0.0157399997,20
51.4942054748,0.0157350006,1
51.4941978454,0.0157333002,0
51.4941978454,0.0157300004,1
51.4941978454,0.0157300004,0
51.494190216,0.015728301,0
51.494190216,0.0157265996,9
51.494190216,0.0157249999,0
51.494190216,0.0157200002,3
51.494190216,0.0157166004,3
51.494190216,0.0157166004,0
51.494190216,0.0157166004,0
51.494190216,0.0157133007,8
51.494190216,0.0157115993,12
51.4941978454,0.0157115993,8
51.4941978454,0.0157115993,0
51.4941978454,0.0157099986,12
51.4941978454,0.0157115993,5
51.4941978454,0.0157115993,0
51.4942054748,0.0157099986,7
51.4942054748,0.0157050013,3
51.4942054748,0.0156965994,0
51.4942131042,0.01569,0
51.4942207336,0.0156800007,0
51.4942207336,0.0156650009,0
51.494228363,0.0156550025,0
51.4942398071,0.015641601,0
51.4942474365,0.0156265997,0
51.4942474365,0.0156116008,0
51.4942550659,0.0155965995,1
51.4942626953,0.015581602,2
51.4942626953,0.0155700016,0
51.4942703247,0.0155566,1
51.4942703247,0.015545,0
51.4942703247,0.0155349993,0
51.4942779541,0.015525,0
51.4942779541,0.0155133008,0
51.4942779541,0.0155050015,0
51.4942855834,0.0154965996,0
51.4942855834,0.0154850006,0
51.4942970275,0.0154732999,0
51.4942970275,0.0154683008,0
51.4943046569,0.0154600009,0
51.4943046569,0.0154483008,0
51.4943122863,0.0154349994,0
51.4943122863,0.0154250001,0
51.4943122863,0.0154099998,0
51.4943199157,0.0154050006,0
51.4943199157,0.0153966007,0
51.4943275451,0.0153733015,0
51.4943351745,0.0153583002,0
51.4943351745,0.0153465995,0
51.4943428039,0.0153383007,0
51.4943504333,0.0153333005,0
51.4943504333,0.0153216004,0
51.4943618774,0.0152983007,0
51.4943695068,0.0152850008,8
51.4943695068,0.0152665996,1
51.4943695068,0.0152516007,2
51.4943771362,0.0152383017,0
51.4943771362,0.0152266016,0
51.4943771362,0.0152132997,0
51.4943771362,0.0151965999,0
51.4943847656,0.0151800012,2
51.4943847656,0.0151633014,1
51.4943847656,0.0151433,0
51.4943847656,0.0151266002,0
51.494392395,0.0151115999,1
51.494392395,0.0150982999,0
51.494392395,0.0150832996,1
51.4944000244,0.0150699996,0
51.494392395,0.0150550007,3
51.4944000244,0.0150399994,7
51.4944000244,0.0150250015,19
51.4944190979,0.0150100002,2
51.4944190979,0.014991599,0
51.4944267272,0.0149816012,3
51.4944267272,0.0149666013,0
51.4944343566,0.0149533009,0
51.4944343566,0.014938301,0
51.494441986,0.0149199986,1
51.494441986,0.0149033012,2
51.494441986,0.0148849987,0
51.4944496154,0.0148683013,0
51.4944496154,0.0148550009,0
51.4944496154,0.0148433017,2
51.4944496154,0.0148299989,5
51.4944496154,0.0148100004,1
51.4944496154,0.0147933006,1
51.4944496154,0.0147833013,0
51.4944572448,0.0147699999,0
51.4944572448,0.0147500014,0
51.4944572448,0.0147333011,0
51.4944572448,0.014721601,0
51.4944572448,0.0147082996,0
51.4944572448,0.0146866011,0
51.4944572448,0.0146749997,0
51.4944572448,0.0146633005,2
51.4944572448,0.0146432995,0
51.4944572448,0.014623301,1
51.4944572448,0.0146082997,0
51.4944572448,0.0145882987,0
51.4944572448,0.0145683002,1
51.4944572448,0.0145433006,5
51.4944572448,0.0145215997,0
51.4944572448,0.0144950008,0
51.4944572448,0.0144833016,8
51.4944572448,0.0144716014,1
51.4944572448,0.0144582996,0
51.4944572448,0.0144415998,0
51.4944572448,0.0144100008,0
51.4944572448,0.0143765997,0
51.4944572448,0.0143616008,1
51.4944648742,0.0143400001,1
51.4944648742,0.0143250012,8
51.4944648742,0.0143050003,3
51.4944648742,0.0142900013,4
51.4944725036,0.0142700014,2
51.4944839477,0.0142516016,7
51.4944839477,0.0142333006,22
51.4944992065,0.0142183008,5
51.4945068359,0.0141916012,0
51.4944992065,0.0141449999,6
51.4945068359,0.0141316008,2
51.4945068359,0.0141050004,1
51.4945144653,0.0140916004,2
51.4945068359,0.0140565991,6
51.4944992065,0.0140150012,0
51.4945068359,0.013998301,1
51.4945068359,0.01398,6
51.4945068359,0.0139566003,5
51.4945068359,0.0139416003,0
51.4945068359,0.0139300012,1
51.4945068359,0.0139100003,6
51.4945144653,0.0138950002,6
51.4945220947,0.0138833022,3
51.4945220947,0.0138733005,2
51.4945297241,0.0138549995,8
51.4945411682,0.0138433003,0
51.4945487976,0.013833301,2
51.494556427,0.013820002,0
51.4945640563,0.0138100004,15
51.4945716857,0.0137999999,3
51.4945716857,0.0137850022,2
51.4945793151,0.0137733006,2
51.4945869445,0.0137600004,1
51.4945945739,0.01375,0
51.494606018,0.0137400007,0
51.494606018,0.0137250006,0
