latitude,longitude,light,sound average,sound peak,MQ9 gas average,people
51.4946136474,0.0148050012,73,15.69,317,514.86,0
51.4945945739,0.0147933006,69,16.85,286,515.13,0
51.4945869445,0.0147800016,66,19.59,319,511.69,0
51.4945793151,0.0147666001,60,12.89,325,515.05,0
51.4945716857,0.0147483005,62,17.3,291,516.02,0
51.4945640563,0.0147400007,64,10.34,321,513.24,0
51.4945411682,0.0147166004,76,16.55,330,514.77,0
51.4945220947,0.0147032999,64,19.26,324,512.22,0
51.4945220947,0.0146933021,62,20.47,283,511.77,0
51.4945144653,0.0146866011,67,21.35,310,513.02,0
51.4945144653,0.0146816015,46,17.67,321,513.51,0
51.4945068359,0.0146715998,39,13.02,291,512.51,0
51.4944915771,0.0146683001,30,13.53,328,510.98,0
51.4944725036,0.0146650018,26,20.9,336,510.87,0
51.4944572448,0.0146549997,21,15.75,321,513.93,0
51.4944343566,0.0146799993,20,18.76,328,514.02,1
51.4944267272,0.0146749997,18,17.77,404,514.86,0
51.4944190979,0.0146733021,18,13.43,331,515.59,0
51.494392395,0.0146833,18,15.16,310,511.06,0
51.4943847656,0.0146766004,20,13.74,322,512.12,0
51.4943695068,0.0146733021,21,10.98,320,509.65,0
51.4943618774,0.014670001,25,10.36,312,511.94,0
51.4943504333,0.0146650018,26,17.57,291,508.44,0
51.4943428039,0.0146500005,24,16.63,312,514.65,0
51.4943351745,0.0146399998,20,16.84,342,510.11,0
51.4943199157,0.0146283006,19,14.66,289,509.75,0
51.4943122863,0.0146016001,17,13.17,313,513.22,0
51.4943046569,0.014585,17,13.97,330,512.27,0
51.4942855834,0.0145733013,17,10.34,284,510.64,0
51.4942779541,0.0145633006,17,12.68,320,515.44,0
51.4942703247,0.0145583009,17,15.73,309,509.16,0
51.4942703247,0.0145565996,16,18.63,311,509.18,0
51.4942550659,0.0145583009,15,16.59,289,513.66,0
51.4942398071,0.0145449995,15,16.12,319,510.81,0
51.4942207336,0.0145350003,15,16.11,328,511.81,0
51.4942131042,0.0145300006,15,11.42,289,511.03,0
51.4942054748,0.0145183014,15,11.27,311,509.29,0
51.494190216,0.0145065999,16,9.97,321,512.13,1
51.4941825866,0.0145000004,16,18.68,314,510.32,0
51.4941749572,0.0144950008,17,15.05,283,511.31,0
51.4941635131,0.014478301,19,14.72,321,509.32,0
51.4941558837,0.0144683003,20,15.33,318,515.28,0
51.4941482543,0.0144515991,22,14.88,288,513.54,0
51.494140625,0.0144349994,23,16.99,329,511.71,0
51.4941253662,0.0144200015,24,12.69,325,509.03,0
51.4941253662,0.0144083013,25,12.29,294,513.3,0
51.4941177368,0.0143966016,26,14.49,323,512.12,1
51.4941062927,0.0143832993,24,13.77,312,511.64,0
51.4940986633,0.014375,22,14.9,314,512.51,0
51.4940986633,0.0143683004,18,15.42,290,513.43,0
51.4940910339,0.0143565998,17,14.35,326,510.21,0
51.4940757751,0.0143482995,17,11.32,316,510.26,0
51.4940681457,0.0143383016,16,10.82,310,513.98,0
51.4940605163,0.014326601,17,23.5,328,512.78,0
51.4940528869,0.0143115997,19,29.53,319,513.3,0
51.4940338134,0.0143015995,19,20.62,315,512.75,0
51.494026184,0.0142900013,19,21.94,278,507.49,0
51.4940185546,0.0142833003,18,18.52,328,516.46,0
51.4940109252,0.0142765998,17,16.88,320,513.43,0
51.4939842224,0.0142499995,17,11.84,283,507.86,0
51.4939689636,0.0142215991,17,11.82,319,514.4,0
51.4939537048,0.0142083001,16,15.28,306,509.87,0
51.493938446,0.0141966009,17,15.96,289,515.3,0
51.4939308166,0.0141900005,17,14.15,287,509.37,0
51.4939117431,0.0141833009,17,13.92,325,514.63,0
51.4938964843,0.0141816005,17,17.64,325,507.52,0
51.4938812255,0.0141900005,16,13.68,300,515.41,0
51.493862152,0.0141932988,17,15.74,318,510.73,0
51.4938545227,0.0141966009,18,15.29,328,508.3,0
51.4938392639,0.0142000007,18,18.99,293,514.91,0
51.4938316345,0.0142000007,19,17.12,313,514.09,0
51.4938163757,0.0142050004,20,18.86,445,515.47,0
51.4938087463,0.0142050004,21,12.7,351,512.3,0
51.4937973022,0.0142000007,22,12.63,287,513.29,0
51.4937896728,0.0141949996,22,16.35,310,510.2,0
51.4937820434,0.0141983008,23,14.95,319,511.52,0
51.4937667846,0.0142000007,22,15.76,295,510.05,0
51.4937591552,0.0142000007,21,18.81,328,515.07,0
51.4937515258,0.0142032995,20,15.93,321,509.92,0
51.4937400817,0.0142066001,20,13.27,296,510.49,0
51.4937400817,0.0142166004,19,12.57,310,512.83,0
51.4937248229,0.0142215991,17,11.31,320,513.64,0
51.4937171936,0.0142233014,15,19.16,328,509.7,0
51.4937095642,0.0142300009,13,18.45,282,511.27,0
51.4936943054,0.0142400002,13,15.77,326,508.46,0
51.493686676,0.0142449998,12,15.6,331,515.1,0
51.4936676025,0.0142533006,12,15.8,296,515.45,0
51.4936599731,0.0142750015,12,11.67,318,511.72,0
51.4936370849,0.0142816009,12,12.48,331,512.5,0
51.4936294555,0.0142883005,11,15.99,343,509.96,0
51.493610382,0.0142883005,11,14.06,287,515.48,0
51.4935951232,0.0142900013,12,13.88,323,512.61,0
51.4935874938,0.014295,11,17.66,311,514.25,0
51.4935722351,0.0142983016,13,14.93,286,511.61,0
51.4935646057,0.0143050003,14,11.94,315,508.89,0
51.4935531616,0.0143100013,12,12.49,328,512.74,0
51.4935531616,0.0143183002,12,10.87,295,510.73,0
51.4935379028,0.0143300008,11,18.8,318,513.8,0
51.4935302734,0.0143400001,10,18.13,323,510.52,0
51.493522644,0.0143499994,10,24.42,326,505.9,0
51.4935073852,0.0143700003,11,30.69,282,516.74,0
51.4934883117,0.0143782997,12,16.1,303,515.93,0
51.4934806823,0.0143900012,12,11.85,319,511.64,0
51.4934654235,0.0144016017,12,12.06,289,512.11,0
51.4934577941,0.0144200015,12,16.76,311,518.38,0
51.4934425354,0.0144316005,10,13.93,321,515.25,0
51.4934310913,0.0144465994,10,14.04,322,513.05,0
51.4934158325,0.0144633007,10,15.93,286,514.16,0
51.4934082031,0.0144750013,10,14.78,318,510.19,0
51.4933929443,0.0144850006,10,12.43,331,512.14,0
51.4933738708,0.0144982995,10,12.52,290,511.41,0
51.493358612,0.0145115995,9,16.56,319,514.08,0
51.4933509826,0.0145215997,10,24.93,311,504.29,0
51.4933357238,0.0145249986,10,16.81,316,515.02,0
51.4933280944,0.0145316004,9,16.81,295,507.4,0
51.493320465,0.0145433006,10,16.12,319,518.85,0
51.4933090209,0.0145532989,10,13.38,316,511.29,0
51.4932937622,0.0145650014,10,16.48,290,515.24,0
51.4932861328,0.0145733013,10,15.55,329,509.49,0
51.4932785034,0.014585,10,16.45,315,517.17,0
51.493270874,0.0145965995,10,17.15,297,511.76,0
51.4932632446,0.0146033,10,12.46,316,511.96,0
51.4932518005,0.0146082997,10,16.42,324,512.07,0
51.4932441711,0.014616599,10,12.18,303,512.87,0
51.4932365417,0.014623301,10,21.28,360,516.22,0
51.4932289123,0.0146333003,10,14.28,325,514.8,0
51.4932212829,0.0146483001,10,17.1,308,508.88,0
51.4932060241,0.0146633005,10,21.66,455,513.74,0
51.4932060241,0.0146715998,10,15.51,310,512.02,0
51.4931983947,0.0146799993,10,15.76,323,510.45,0
51.4931869506,0.014696599,11,18.42,294,517.68,0
51.4931869506,0.0147099995,10,19.94,294,511.54,0
51.4931793212,0.0147116003,10,20.02,322,515.81,0
51.4931716918,0.014721601,10,16.38,324,512.68,0
51.4931564331,0.0147366023,10,18.13,290,509.28,0
51.4931488037,0.0147550001,9,16.24,307,512.29,0
51.4931411743,0.0147650003,9,19.4,327,516.26,0
51.4931221008,0.0147800016,9,21,303,511.31,0
51.4931144714,0.0147899999,9,25.15,332,514.56,0
51.493106842,0.0148000001,9,22.53,366,511.64,0
51.4930992126,0.0148065996,8,21.61,404,513.58,0
51.4930915832,0.0148165998,9,20.24,261,512.47,0
51.4930839538,0.0148249998,9,22.08,315,509.19,0
51.4930763244,0.0148283004,9,22.07,348,515.62,0
51.4930648803,0.0148365998,9,40.3,313,506.33,0
51.4930572509,0.0148433017,9,30.96,314,514.07,0
51.4930496215,0.0148483014,9,25.72,320,508.24,0
51.4930419921,0.0148533,9,31.96,344,509.12,0
51.4930419921,0.0148533,8,34.81,300,519.11,0
51.4930343627,0.0148550009,9,31.7,322,513.63,0
51.493019104,0.0148600006,9,30.29,342,510.78,0
51.4930076599,0.0148566007,9,31.34,290,508.86,0
51.4930000305,0.0148583006,8,16.85,325,515.63,0
51.4929847717,0.0148516011,8,25.41,323,509.17,0
51.4929695129,0.0148533,8,17.57,336,510.42,0
51.4929618835,0.0148533,8,28.09,303,513.62,0
51.49294281,0.0148550009,8,22.6,331,510.88,0
51.4929351806,0.0148583006,8,31.4,340,513.94,0
51.4929275512,0.0148715996,8,16.98,316,514.61,0
51.4929122924,0.0149166002,8,17.08,328,513.89,0
51.4929122924,0.0149282989,8,17.24,345,511.89,0
51.492904663,0.0149399995,8,30.44,321,513.42,0
51.4928970336,0.0149550008,8,26.42,321,508.11,0
51.4928855895,0.0149666013,7,30.59,338,513,0
51.4928779602,0.0149849996,8,24.83,308,512.64,0
51.4928627014,0.0149983,8,43.29,327,515.91,0
51.4928474426,0.0150032997,8,32.53,341,506.95,0
51.4928321838,0.015005002,8,26.26,355,514.8,0
51.4928207397,0.0150083007,8,32.16,334,510.97,0
51.4928054809,0.0150100002,8,34.54,326,509.01,0
51.4927978515,0.0150133013,8,34.66,346,509.79,0
51.4927902221,0.0150200009,8,26.66,311,511.59,0
51.4927749633,0.0150283002,8,29.26,297,510.48,0
51.4927635192,0.0150333023,8,25.02,312,511.96,0
51.4927558898,0.0150382995,8,25.85,326,512.59,0
51.4927406311,0.0150416016,9,16.77,305,513.84,0
51.4927330017,0.0150399994,8,19.63,318,512.23,0
51.4927253723,0.0150316009,8,14.6,323,513.66,0
51.4927177429,0.0150200009,8,21.18,311,514.05,0
51.4926986694,0.015011599,7,15.04,323,514.93,0
51.49269104,0.0150032997,7,19.87,290,513.93,0
51.4926834106,0.0149950003,7,26.45,296,512.87,0
51.4926681518,0.0149883008,8,29.07,454,519.02,0
51.4926605224,0.0149849996,7,31.45,359,515.26,0
51.492652893,0.0149800004,7,22.63,335,514.73,0
51.4926414489,0.0149749994,7,24,278,511.07,0
51.4926261901,0.0149716005,7,18.53,326,514.02,0
51.4926185607,0.0149633002,8,19.51,327,510.41,0
51.4926109313,0.0149550008,7,21.23,311,515.99,0
51.4925956726,0.0149482989,7,23.22,278,508.86,0
51.4925880432,0.014938301,7,20.5,338,519.16,0
51.4925689697,0.0149282989,6,22.26,311,512.77,0
51.4925613403,0.0149166002,7,19.09,304,513.87,0
51.4925537109,0.0149065995,7,21.77,320,511.29,0
51.4925537109,0.0148950004,7,19.28,321,512.91,0
51.4925460815,0.0148882999,7,23.44,324,512.31,0
51.4925384521,0.0148816003,8,23.31,285,514.42,0
51.4925308227,0.0148633003,8,31.13,308,510.23,0
51.4925308227,0.0148465991,8,35.12,307,511.98,0
51.4925117492,0.0148333001,8,28.04,295,511.26,0
51.4925041198,0.0148249998,8,27.19,340,516.92,0
51.4924964904,0.0148216009,9,29.38,380,516.87,0
51.492488861,0.0148249998,7,26.85,287,514.88,0
51.4924812316,0.0148216009,7,26.45,325,515.63,0
51.4924659729,0.0148150014,7,22.56,277,509.21,0
51.4924545288,0.0148100004,8,34.31,311,514.83,0
51.49243927,0.0148065996,7,21.37,257,511.44,0
51.4924316406,0.0147983002,7,23.38,334,513.89,0
51.4924240112,0.0147883009,7,25.76,338,513.53,0
51.4924163818,0.0147782993,7,14.9,289,517.35,0
51.4924087524,0.0147666001,7,19.56,321,512.36,0
51.4923896789,0.0147550001,7,16.09,316,511.57,0
51.4923820495,0.0147416009,7,18.32,314,513.66,0
51.4923744201,0.0147316002,7,21.14,279,512.95,0
51.4923667907,0.0147200012,7,20.51,301,512.47,0
51.4923667907,0.0147099995,7,15.14,314,514.02,0
51.4923591613,0.0146983003,7,21.8,278,508.6,0
51.4923591613,0.0146833,7,13.61,327,513.5,0
51.4923515319,0.0146666002,7,24.03,322,508.94,0
51.4923515319,0.0146483001,7,17.83,319,514.55,0
51.4923439025,0.014630002,8,23,281,510.17,0
51.4923439025,0.014610002,7,16.04,326,514.84,0
51.4923324584,0.0145933008,7,18.7,306,509.13,0
51.4923324584,0.0145683002,8,12.17,288,511.32,0
51.4923171997,0.0145516014,7,20.69,309,508.26,0
51.4923095703,0.0145316004,8,13.02,325,512.74,0
51.4923019409,0.0145100011,7,19.85,284,512.99,0
51.4922943115,0.0144899988,7,20.2,319,510.4,0
51.4922866821,0.0144765996,7,12.55,311,513.38,0
51.492275238,0.0144566011,7,20.61,322,510.88,0
51.4922676086,0.0144383001,8,11.98,294,509.1,0
51.4922523498,0.0144232997,7,22.37,331,516.99,0
51.4922447204,0.0144065999,7,10.92,324,513.59,0
51.492237091,0.0143900012,7,26.13,338,509.27,0
51.4922294616,0.0143700003,7,11.78,315,516.09,0
51.4922103881,0.0143550014,7,23.83,318,508.29,0
51.4921951293,0.0143416023,7,17.55,324,513.63,0
51.4921875,0.014326601,7,19.85,321,508.93,0
51.4921798706,0.0143132996,7,14.09,394,515.45,0
51.4921646118,0.0142966008,7,24.92,398,511.11,0
51.4921531677,0.0142765998,7,11.92,311,512.07,0
51.4921455383,0.0142550001,7,23.06,324,513.58,0
51.4921379089,0.0142400002,7,12.51,331,510.26,0
51.4921379089,0.0142215991,7,21.31,308,514.47,0
51.4921226501,0.0142066001,7,15.44,292,514.29,0
51.4921150207,0.0141932988,7,22.98,310,513.16,0
51.4920997619,0.0141800022,7,13.87,308,510.5,0
51.4920806884,0.0141550006,7,21,286,511.26,0
51.492073059,0.0141299986,6,14.15,312,513.07,0
51.4920578002,0.0141032991,6,20.11,333,516.1,0
51.4920425415,0.0140800008,5,13.05,279,512.2,0
51.4920310974,0.0140616011,6,17.78,329,509.75,0
51.492023468,0.0140465998,6,18.67,295,509.89,0
51.4920158386,0.0140349998,6,22.08,340,514.8,0
51.4920082092,0.0140233016,6,20.17,298,510.51,0
51.4920005798,0.0140083003,7,20.13,307,514.07,0
51.4919929504,0.0139916002,6,23.56,304,513.51,0
51.4919776916,0.0139766001,7,19.7,283,506.82,0
51.4919662475,0.0139600014,7,19.71,311,507.5,0
51.4919509887,0.0139450001,7,16.05,318,514.37,0
51.4919433593,0.013931601,7,23.33,321,509.46,0
51.4919357299,0.0139249992,7,15.05,283,509.27,0
51.4919281005,0.0139165997,7,19.42,329,510.44,0
51.4919204711,0.0139016008,7,19.37,306,507.31,0
51.4919013977,0.0138849997,8,27.49,288,510.86,0
51.4918937683,0.0138683009,8,19.64,327,511.85,0
51.4918861389,0.0138516008,8,28.3,300,510.56,0
51.4918785095,0.0138366007,8,17.82,318,510.5,0
51.4918708801,0.0138216007,8,28.9,292,508.87,0
51.4918632507,0.0138082992,8,26.55,369,513.47,0
51.4918632507,0.0137950003,8,32.02,333,510.48,0
51.4918556213,0.0137816011,8,21.95,257,508.53,0
51.4918365478,0.0137632989,8,32.83,308,510.78,0
51.4918289184,0.0137533009,8,20.44,327,513.01,0
51.491821289,0.0137383008,8,32.42,311,510.37,0
51.4918136596,0.0137233006,8,22.36,321,514.89,0
51.4918060302,0.0137116003,8,32.77,340,512.23,0
51.4917869567,0.0137032997,8,27.95,294,512.07,0
51.4917793273,0.0136916017,8,26.17,271,511.16,0
51.4917716979,0.0136783003,8,17.95,317,513.18,0
51.4917564392,0.0136600005,8,21.61,324,508.06,0
51.4917564392,0.0136466014,9,16.28,285,511.91,0
51.4917488098,0.0136250007,8,23.88,321,514.42,0
51.4917411804,0.0136116015,9,15.89,344,511.92,0
51.491733551,0.013598299,9,21.91,323,507.54,0
51.4917221069,0.0135833013,9,16.07,337,509.38,0
51.4917068481,0.0135683,9,20.57,310,509.1,0
51.4916915893,0.0135566008,9,13.64,328,511.08,0
51.4916915893,0.0135416007,9,21.42,285,510.56,0
51.4916763305,0.0135283005,8,12.95,339,513.03,0
51.4916648864,0.0135183,9,21.98,315,510.01,0
51.491657257,0.0135049998,9,14.45,296,513.42,0
51.4916496276,0.0134916007,9,21.07,312,509.52,0
51.4916419982,0.0134750008,9,21.31,288,510.16,0
51.4916343688,0.0134549999,9,21.59,473,516.11,0
51.4916267395,0.013438301,9,19.32,284,513.1,0
51.4916191101,0.0134232997,9,18.27,312,513.76,0
51.4916114807,0.0134066009,8,17.89,317,512.74,0
51.4916000366,0.0133850002,9,18.02,275,510.25,0
51.4915924072,0.0133715999,9,17.87,332,511.65,0
51.4915847778,0.0133583009,9,18.58,326,513.58,0
51.4915771484,0.0133433008,9,20.58,317,512.86,0
51.4915618896,0.0133283007,9,26.68,282,512.61,0
51.4915542602,0.0133166003,9,27.75,309,513.35,0
51.4915428161,0.013306601,9,21.87,336,512.84,0
51.4915351867,0.0132915997,9,20.37,302,513.76,0
51.4915275573,0.0132783007,9,40.16,314,513.38,0
51.4915122985,0.0132650005,10,39.18,348,512.2,0
51.4915122985,0.0132550001,10,46.89,271,510.62,0
51.4914970397,0.0132433009,9,50.63,279,523.62,0
51.4914894104,0.0132316005,9,56.12,315,518.72,0
51.4914779663,0.0132233011,9,24.97,304,509.98,0
51.4914703369,0.0132133007,9,22.3,290,526.55,0
51.4914703369,0.0131915998,9,21.77,318,507.26,0
51.4914703369,0.0131749999,9,21.99,329,517.85,0
51.4914627075,0.013160001,9,23.36,319,511.61,0
51.4914627075,0.0131432998,10,21,320,515.44,0
51.4914550781,0.0131299996,10,19.69,328,502.5,0
51.4914474487,0.0131082999,10,19.15,314,509.06,0
51.4914398193,0.0130900013,10,22.63,299,510.32,0
51.4914398193,0.0130783009,10,24.34,343,521.64,0
51.4914321899,0.0130649995,13,50.97,392,494.66,0
51.4914131164,0.0130532991,10,73.19,307,525.93,0
51.4914131164,0.0130400002,10,29.12,328,499.16,0
51.491405487,0.0130200004,10,21.59,325,502.58,0
51.4913978576,0.0130099999,9,20.14,230,501.98,0
51.4913902282,0.0129900002,12,29.08,283,507.95,0
51.4913902282,0.0129716014,10,51.91,302,510.28,0
51.4913902282,0.0129549991,10,23.09,342,511.91,0
51.4913902282,0.0129333007,10,20.44,281,511.57,0
51.4913825988,0.0129083013,9,21.47,329,508.19,0
51.4913902282,0.0128982996,10,25.85,335,509.01,0
51.4913902282,0.0128833007,10,34.34,305,511.59,0
51.4913902282,0.0128750014,11,34.55,344,512.92,0
51.4913978576,0.0128665995,10,27.41,334,510.81,0
51.491405487,0.0128583002,10,30.02,347,513.33,0
51.491405487,0.0128450012,10,29.47,310,510.39,0
51.4914131164,0.0128315997,10,27.13,311,512.91,0
51.4914207458,0.0128149997,10,29.21,345,511.39,0
51.4914321899,0.0127933013,10,43.67,294,512.68,0
51.4914398193,0.0127766001,10,38.7,333,512.65,0
51.4914474487,0.0127600002,10,32.09,341,511.87,0
51.4914550781,0.0127433001,10,27.78,336,512.66,0
51.4914627075,0.0127300012,10,24.33,378,514.55,0
51.4914703369,0.0127149999,11,21.89,325,512.34,0
51.4914779663,0.0126999998,15,21.65,345,511.02,0
51.4914894104,0.0126865994,21,20.96,277,512.32,0
51.4914894104,0.0126733005,23,22.66,323,513.03,0
51.4914970397,0.0126566004,18,19.7,318,511.81,0
51.4915046691,0.0126400005,12,22.05,422,513.95,0
51.4915122985,0.0126232993,11,22.06,403,512.97,0
51.4915199279,0.0126083016,12,18.44,341,512.28,0
51.4915275573,0.0125950002,12,23.03,330,512.05,0
51.4915428161,0.012583301,11,17.21,292,511.15,0
51.4915542602,0.0125699996,13,18.77,324,511.77,0
51.491569519,0.0125550007,27,17.86,332,511.86,0
51.4915847778,0.0125416016,27,18.86,289,514.08,0
51.4915924072,0.0125283002,18,21.56,319,512.76,0
51.4916114807,0.0125149989,14,19.18,328,512.79,0
51.4916267395,0.0125015997,11,17.93,338,512,0
51.4916343688,0.0124883008,11,18.5,300,512.65,0
51.4916419982,0.0124716007,10,17.35,336,512,0
51.4916496276,0.0124550008,11,14.2,324,513.13,0
51.491657257,0.0124399995,11,18.16,333,515.67,0
51.4916648864,0.0124266004,12,17.65,332,510.32,0
51.4916763305,0.0124099993,17,17.48,331,511.83,0
51.4916839599,0.0123983013,26,17,295,511.44,0
51.4916839599,0.0123883008,29,18.55,331,512.24,1
51.4916839599,0.0123766005,22,16.95,332,512.01,0
51.4916839599,0.0123566007,14,23.06,320,512.13,0
51.4916915893,0.0123382997,11,12.45,307,511.64,0
51.4916992187,0.0123250007,10,20.19,309,511.12,0
51.4917068481,0.0123083007,10,12.04,310,511.54,0
51.4917144775,0.0122915995,11,23.21,272,511.95,0
51.491733551,0.0122749996,11,14.99,320,509.94,0
51.4917411804,0.0122566008,12,26.06,327,507.93,0
51.4917488098,0.0122416007,11,17.91,325,511.42,0
51.4917564392,0.0122250008,11,22.31,290,509.81,0
51.4917640686,0.0122115993,11,12.84,331,512.23,0
51.4917793273,0.0121950006,11,22.16,311,512.11,0
51.4917984008,0.0121750009,11,12.22,274,511.87,0
51.4918060302,0.0121566009,10,19.8,331,511.18,0
51.4918060302,0.0121432995,10,11.52,320,511.75,0
51.491821289,0.0121250009,10,20.72,295,512.01,0
51.4918289184,0.0121100008,11,13.08,321,512.79,0
51.4918289184,0.0121000003,11,21.28,320,512.51,0
51.4918365478,0.0120833003,11,11.99,314,511.93,0
51.4918556213,0.0120715999,11,19.65,292,511.53,0
51.4918632507,0.0120616006,11,15.86,326,513.03,0
51.4918632507,0.0120483005,11,19.35,327,514.87,0
51.4918708801,0.0120283007,12,13.22,280,513.78,0
51.4918785095,0.0120116007,11,16.7,309,513.94,0
51.4918785095,0.0119933009,10,15.15,315,509.37,0
51.4918861389,0.0119750011,11,15.39,321,514.52,0
51.4918937683,0.0119550001,11,16.83,300,513.94,0
51.4919013977,0.0119300007,11,18.04,362,514.5,0
51.4919204711,0.0119083011,11,22.41,325,513.53,0
51.4919281005,0.0118866003,11,19.87,298,511.56,0
51.4919357299,0.0118666005,11,23.31,318,510.23,0
51.4919433593,0.0118500005,11,17.97,342,510.46,0
51.4919509887,0.0118332994,11,20,301,510.97,0
51.4919586181,0.0118183004,11,15.52,328,514.39,0
51.4919662475,0.0117983007,11,17.96,319,512.67,0
51.4919776916,0.0117850005,11,22.2,318,511.59,0
51.4919776916,0.0117683005,11,20.84,291,511.23,0
51.491985321,0.0117500007,11,24.96,473,513.43,0
51.4919929504,0.0117333006,11,20.4,336,509.94,0
51.4920005798,0.0117150008,11,22.26,312,510.1,0
51.4920082092,0.0117016005,11,21.92,330,511.14,0
51.492023468,0.0116850006,12,16.3,323,512.3,0
51.4920310974,0.0116633009,11,11.9,321,510.14,0
51.4920425415,0.0116433012,11,15.35,276,510.14,0
51.4920501708,0.0116282999,10,18.55,320,511.01,0
51.4920578002,0.0116132998,11,15.46,338,513.42,0
51.492073059,0.0116016006,11,16.05,289,513.12,0
51.492073059,0.011595,11,15.45,311,508.08,0
51.4920806884,0.0115883004,11,14.85,319,513.27,0
51.4920883178,0.0115750002,11,16.47,291,509.58,0
51.4921073913,0.011565001,11,14.03,325,513.2,0
51.4921302795,0.0115583002,11,17.83,325,509.3,0
51.4921531677,0.0115750002,10,13.7,323,513.55,0
51.4921646118,0.011565001,11,18.42,276,514.37,0
51.4921798706,0.0115566003,11,14.46,318,513.57,0
51.4921875,0.0115450012,11,17.28,318,511.08,0
51.4921951293,0.0115350008,11,12.3,289,510.04,0
51.4921951293,0.0115199995,11,20.2,328,508.84,0
51.4922027587,0.0115083003,11,13.78,316,512.34,0
51.4922103881,0.0114950001,11,21.75,320,509.37,0
51.4922218322,0.0114815998,11,16.05,292,511.27,0
51.4922294616,0.0114700007,11,20.19,318,506.4,0
51.492237091,0.0114649999,12,22.7,332,512.73,0
51.4922447204,0.0114616012,12,26.31,288,510.66,0
51.4922523498,0.0114566004,12,24.34,322,511.23,0
51.4922599792,0.0114450001,12,36.97,292,507.64,0
51.492275238,0.011431601,12,18.94,339,510.61,0
51.4922866821,0.0114215993,11,22.19,278,511.39,0
51.4922943115,0.0114099991,11,14.33,325,511.85,0
51.4923019409,0.0113950002,12,22.17,314,509.7,0
51.4923019409,0.0113783001,12,24.1,293,510.92,0
51.4923095703,0.0113600003,11,31.07,306,509.34,0
51.4923171997,0.0113416004,12,17.53,317,511.7,0
51.4923171997,0.0113216006,13,21.32,289,511.97,0
51.4923248291,0.0113033008,13,14.71,314,512.41,0
51.4923324584,0.0112815999,13,21.16,316,511.49,0
51.4923439025,0.0112549996,12,16.18,325,512.06,0
51.4923515319,0.0112316,12,28.81,285,510.76,0
51.4923515319,0.0112133014,12,28.13,307,510.67,0
51.4923591613,0.0111950004,14,23.87,312,509.84,0
51.4923667907,0.0111750006,16,12.6,289,511.25,0
51.4923744201,0.0111600005,23,21.69,317,510.34,0
51.4923820495,0.0111483001,28,15.08,321,510.82,0
51.4923973083,0.0111316001,24,17.36,327,512.95,0
51.4924087524,0.0111166,17,12.82,336,512.49,0
51.4924163818,0.0111049997,13,17.76,322,512.95,0
51.4924163818,0.0110950005,12,14.49,318,508.85,0
51.4924316406,0.0110816001,12,17.15,316,514.04,0
51.49243927,0.0110666012,11,15.68,332,509.08,0
51.4924468994,0.0110532999,12,15.28,323,513.2,0
51.4924659729,0.0110416007,12,17.6,300,511.7,0
51.4924736022,0.0110250008,13,16.27,322,514.03,0
51.4924812316,0.0110049998,15,12.17,321,510.48,0
51.492488861,0.0109915995,13,19.11,472,515.88,0
51.4924964904,0.0109500002,12,16.12,292,509.36,0
51.4925041198,0.0109300004,11,14.57,335,513.21,0
51.4925117492,0.0109065998,11,17.07,318,509.26,0
51.4925193786,0.0108850002,11,22.49,293,512.71,0
51.4925308227,0.0108633005,12,21.09,312,509.9,0
51.4925308227,0.0108333003,12,13.51,334,513.06,0
51.4925308227,0.0108050001,11,17.61,316,508.36,0
51.4925308227,0.0107800006,12,14.18,398,512.24,0
51.4925384521,0.0107616007,12,18.4,321,507.88,0
51.4925537109,0.0107465994,12,12.9,331,510.21,0
51.4925537109,0.0107233011,12,21.14,279,507.4,0
51.4925537109,0.0107000005,12,40.2,313,507.22,0
51.4925537109,0.0106800007,12,16.25,328,511.9,0
51.4925537109,0.010660001,11,15.22,289,509.96,0
51.4925537109,0.010641601,12,15.19,316,512.71,0
51.4925613403,0.0106199991,13,16.45,321,507.85,0
51.4925613403,0.0106015992,14,13.38,407,512.24,0
51.4925689697,0.0105816006,15,16.55,287,507.75,0
51.4925689697,0.0105682992,15,12.56,322,510.05,0
51.4925689697,0.0105599999,14,19.12,327,506.79,0
51.4925765991,0.0105483007,14,11.1,279,509.82,0
51.4925880432,0.0105350005,14,19.34,309,509.76,0
51.4925956726,0.0105183005,16,10.44,329,511.23,0
51.492603302,0.0105083,18,21.21,317,510.12,0
51.4926185607,0.0104966008,14,11.98,286,511.51,0
51.4926261901,0.0104883003,13,20.38,301,509.48,0
51.4926414489,0.0104800009,12,19.47,318,508.4,0
51.492652893,0.0104699993,12,19.52,278,507.71,0
51.4926605224,0.0104465997,12,18.74,303,507.79,0
51.4926757812,0.0104299998,12,21.85,327,512.13,0
51.4926834106,0.0104150009,12,15.98,317,512.2,0
51.4926834106,0.0104033005,12,19.32,314,506.08,0
51.49269104,0.0103933,12,23.63,321,509.14,0
51.4927101135,0.0103850007,13,15.02,306,514.04,0
51.4927253723,0.0103750002,12,16.07,283,511.93,0
51.4927406311,0.0103733003,12,19.59,323,510.97,0
51.4927482604,0.0103632998,13,19.53,315,509.9,0
51.4927558898,0.0103533005,13,19.94,305,508.29,0
51.4927635192,0.0103500008,14,12.49,335,511.18,0
51.4927749633,0.0103533005,14,20.82,318,510.98,0
51.4927825927,0.0103500008,12,12.75,329,511.37,0
