latitude,longitude,MQ135 value 0-1024,CO ppm
51.5031166076,0.0064516,208,0.321915
51.5025863647,0.0058116006,208,0.32256848
51.5023040771,0.0057082996,207,0.33175498
51.5031089782,0.0064549994,206,0.31202564
51.5031013488,0.0064650006,206,0.30962676
51.502368927,0.00573,206,0.30217278
51.5023422241,0.0057232999,206,0.31167197
51.5023193359,0.0057116003,205,0.2880917
51.5031089782,0.0064882998,203,0.288956
51.5031089782,0.0065150012,202,0.27123022
51.5031394958,0.0065549998,201,0.26186588
51.503124237,0.0065383005,201,0.27015573
51.50308609,0.0064766001,201,0.2725622
51.5030593872,0.0064482998,201,0.2692734
51.5030288696,0.0063999996,201,0.2700295
51.5044174194,0.0048083,200,0.26316106
51.5044174194,0.0048083,200,0.2639036
51.5030441284,0.0064249997,200,0.26446137
51.5030097961,0.0063816003,200,0.26607865
51.50440979,0.0048066,199,0.25655362
51.5031509399,0.0065683002,199,0.25019726
51.5030097961,0.0063733005,199,0.26558015
51.5044174194,0.0048066,198,0.260453
51.50440979,0.0048033003,198,0.24848038
51.5031089782,0.0065100002,198,0.26260528
51.50440979,0.0048016004,197,0.2353619
51.5031394958,0.0065616006,197,0.24936727
51.5030097961,0.0063616008,197,0.2487757
51.5031394958,0.0065566005,196,0.23502286
51.5044174194,0.0048050003,195,0.23883162
51.5038909912,0.0056216001,194,0.222584
51.5031394958,0.0065515999,194,0.2166965
51.5031166076,0.0065299997,194,0.23700652
51.5030174255,0.006353301,194,0.23333311
51.503124237,0.0062650003,193,0.21999939
51.503036499,0.0063215999,193,0.22892964
51.5044021606,0.0048000001,192,0.207432
51.5042572021,0.0050665998,192,0.20861106
51.503955841,0.0055416002,192,0.21882275
51.5039291381,0.0055715999,192,0.21421885
51.5039215087,0.0055850005,192,0.21119255
51.5038986206,0.0056083002,192,0.21935709
51.5038719177,0.0056350002,192,0.21296245
51.5035972595,0.0059500002,192,0.21088149
51.5031394958,0.0062600002,192,0.222584
51.5030288696,0.0063366003,192,0.21781076
51.5042228698,0.0051100006,191,0.20296969
51.5039405822,0.0055566,191,0.21379936
51.503742218,0.0057749996,191,0.2045834
51.5036048889,0.0059365997,191,0.21527036
51.503288269,0.0062083001,191,0.20564796
51.5031585693,0.0062533006,191,0.20989874
51.5031166076,0.0062716002,191,0.20784162
51.5031013488,0.0062799997,191,0.20585114
51.5015525817,0.0050482997,191,0.20763668
51.5041999816,0.0051450004,190,0.20417918
51.5039138793,0.0055966,190,0.21124439
51.5038490295,0.0056600003,190,0.19957413
51.5038070678,0.0057133007,190,0.21067415
51.5037117004,0.0058083004,190,0.20231698
51.5035820007,0.0059633007,190,0.20615655
51.5035629272,0.0059750003,190,0.20554642
51.5033531188,0.00617,190,0.20051834
51.4919204711,0.0245883011,190,0.2004187
51.5047607421,0.0039616001,189,0.19917767
51.5044174194,0.0047916002,189,0.2166965
51.5042304992,0.0050966,189,0.21067415
51.5042152404,0.0051283001,189,0.20051834
51.5039710998,0.0055150003,189,0.19774553
51.5039634704,0.0055283002,189,0.21036357
51.5038642883,0.0056450004,189,0.20392664
51.5038337707,0.00569,189,0.20256788
51.5037269592,0.0057966003,189,0.20574963
51.5035552978,0.0059883003,189,0.19128224
51.5033035278,0.0062016005,189,0.20529275
51.5032730102,0.0062165999,189,0.19340162
51.5031890869,0.0062383003,189,0.1976471
51.5031394958,0.0065416007,189,0.19008626
51.50308609,0.0062866001,189,0.19490598
51.5030441284,0.0063100004,189,0.21134825
51.5015525817,0.0050466003,189,0.19730279
51.4987869262,0.0078115997,189,0.19823848
51.5047607421,0.0039833002,188,0.1951494
51.5047607421,0.0040065999,188,0.18975246
51.5042381286,0.0050799999,188,0.19779481
51.5041923522,0.0051582999,188,0.19779481
51.5041732788,0.0051715998,188,0.19075535
51.5037612915,0.0057616,188,0.20367454
51.5037345886,0.0057850003,188,0.1991281
51.503704071,0.0058215999,188,0.1828034
51.5036125183,0.0059233002,188,0.20463397
51.5033187866,0.0061865997,188,0.20186608
51.5033111572,0.0061933002,188,0.19952454
51.5032081604,0.0062333002,188,0.19799201
51.5030593872,0.0063000011,188,0.20312057
51.5015640258,0.005045,188,0.19407985
51.4987945556,0.0077966003,188,0.19848536
51.4987792968,0.0078233003,188,0.19374064
51.4919013977,0.0245933008,188,0.20337218
51.4918785095,0.024605,188,0.19398282
51.4918708801,0.0246132993,188,0.19745032
51.5047683715,0.0039182996,187,0.1925324
51.5047683715,0.0039400005,187,0.19393429
51.5044021606,0.0048066,187,0.18766499
51.5042648315,0.0050533003,187,0.20559728
51.5038414001,0.0056766004,187,0.19475995
51.5038261413,0.0057016,187,0.19942534
51.5037994384,0.0057266001,187,0.1927735
51.5037689208,0.00575,187,0.19267707
51.5033378601,0.0061783003,187,0.19720447
51.5031738281,0.0062450003,187,0.19997129
51.5015716552,0.0050466003,187,0.19296664
51.5015525817,0.005045,187,0.20468464
51.5015525817,0.0050500001,187,0.1878068
51.4918937683,0.0245983004,187,0.19740115
51.4918556213,0.0246216011,187,0.19740115
51.5047683715,0.0038966002,186,0.1878068
51.5047531127,0.0040283002,186,0.18512805
51.5046157836,0.0044100003,186,0.18322012
51.5043945312,0.0048199996,186,0.18494126
51.50415802,0.0052066001,186,0.17104223
51.5040130615,0.00546,186,0.18494126
51.5037841796,0.0057383003,186,0.19094676
51.503376007,0.0061582999,186,0.18022734
51.5032234191,0.0062300004,186,0.18951437
51.5030746459,0.006295,186,0.18946682
51.5015640258,0.0050466003,186,0.1878068
51.4988136291,0.0077833003,186,0.19085108
51.4987716674,0.0078333005,186,0.18405578
51.4919281005,0.0245816016,186,0.17695771
51.5044288635,0.0047816004,185,0.19296664
51.5041656494,0.0051883006,185,0.18326645
51.5032539367,0.0062216,185,0.18410242
51.5032463073,0.0062283,185,0.18091469
51.5031394958,0.0065350003,185,0.17632757
51.5015640258,0.0050466003,185,0.18941921
51.5015640258,0.0050466003,185,0.18160379
51.4988288879,0.0077583003,185,0.18266469
51.4988212585,0.0077716007,185,0.18470792
51.5047531127,0.0040500001,184,0.16519926
51.5045890808,0.0044466004,184,0.17854126
51.5040283203,0.0054449996,184,0.18234129
51.503627777,0.0059116001,184,0.19003865
51.5035476684,0.006,184,0.1717895
51.5034255981,0.0061133003,184,0.16981699
51.5033607482,0.0061666002,184,0.1903727
51.503124237,0.0065433001,184,0.19568603
51.5015449523,0.0050550007,184,0.17165734
51.4988441467,0.0077482995,184,0.1810063
51.4987564086,0.0078432998,184,0.17086668
51.4918441772,0.0246300005,184,0.1845215
51.5047836303,0.0037966001,183,0.17462598
51.5047836303,0.0038166,183,0.17289302
51.5047836303,0.0038366004,183,0.16933757
51.5046310424,0.0043750004,183,0.17614782
51.504623413,0.0043933,183,0.17863208
51.5045967102,0.0044283003,183,0.1756991
51.5045394897,0.0045532999,183,0.17139347
51.5045318603,0.0045700001,183,0.17475975
51.5045242309,0.0045866003,183,0.17253935
51.5044288635,0.0047649998,183,0.18266469
51.5043869018,0.0048383002,183,0.17525135
51.5040054321,0.0054750003,183,0.1629069
51.5036964416,0.005835,183,0.17484905
51.5036697387,0.0058616008,183,0.1751618
51.5034332275,0.0060966005,183,0.17404681
51.4988594055,0.0077365999,183,0.17799713
51.4919357299,0.0245749998,183,0.16447479
51.5047760009,0.003875,182,0.16601191
51.5046386718,0.0043599996,182,0.17686774
51.5045089721,0.0046050004,182,0.15848061
51.5044517517,0.0047066001,182,0.17231847
51.5043869018,0.0048566007,182,0.16554102
51.5042648315,0.0050383,182,0.1796336
51.5036773681,0.0058482999,182,0.16981699
51.5036621093,0.0058732995,182,0.16519926
51.5036392211,0.0058983001,182,0.17525135
51.5035324096,0.0060132999,182,0.16820884
51.4988670349,0.0077233004,182,0.1736467
51.498512268,0.0080366001,182,0.1671289
51.4938163757,0.0090083007,182,0.16358349
51.4938087463,0.0090149993,182,0.16964252
51.5047760009,0.0038533,181,0.16481544
51.5046539306,0.0043233003,181,0.16626903
51.5046539306,0.0043416004,181,0.16747393
51.5045814514,0.0044666004,181,0.16434728
51.504573822,0.0044850006,181,0.17042866
51.5045661926,0.0045183,181,0.16349874
51.5039787292,0.0055015997,181,0.18275715
51.5035171508,0.0060250005,181,0.16566928
51.5034980773,0.0060349998,181,0.16768977
51.5034828186,0.0060466003,181,0.16265379
51.503452301,0.0060833001,181,0.17086668
51.5033950805,0.0061466002,181,0.17525135
51.5031394958,0.0065499997,181,0.16244309
51.4988861083,0.0077100009,181,0.16877238
51.4985008239,0.0080516004,181,0.16101593
51.4937896728,0.009018301,181,0.1669136
51.493774414,0.0090200004,181,0.16528457
51.4918289184,0.0246316003,181,0.17289302
51.504573822,0.0045016002,180,0.16777615
51.5045509338,0.0045349998,180,0.16756018
51.5044937133,0.0046366004,180,0.15597709
51.5044593811,0.0046883001,180,0.169599
51.5044364929,0.0047266001,180,0.15968205
51.504322052,0.0049450006,180,0.1606399
51.5036544799,0.0058866,180,0.16202234
51.5034751892,0.0060583,180,0.15745084
51.5034103393,0.0061265997,180,0.16114157
51.5034027099,0.0061366004,180,0.16519926
51.5015449523,0.0050583,180,0.15398894
51.5013084411,0.0050600004,180,0.15885285
51.4988937377,0.0076983003,180,0.16294909
51.4987449645,0.0078549995,180,0.1527415
51.4985275268,0.0080200004,180,0.16227469
51.4937667846,0.0090265998,180,0.16219047
51.5048751831,0.0032815999,179,0.15716344
51.5048751831,0.003305,179,0.15475747
51.5047454833,0.0040700001,179,0.14608133
51.5047035217,0.0042333002,179,0.14975664
51.50466156,0.0043065996,179,0.16579765
51.5044670104,0.00467,179,0.16481544
51.5044288635,0.0047449998,179,0.16885932
51.5043792724,0.0048733,179,0.15540695
51.5043601989,0.0048866004,179,0.1510642
51.5043296813,0.0049299998,179,0.1529823
51.5043144226,0.00496,179,0.1593085
51.5043067932,0.0049732999,179,0.15569185
51.5041503906,0.0052250003,179,0.14473115
51.5041007995,0.0053033008,179,0.15390818
51.5040931701,0.0053200001,179,0.15765636
51.5040626525,0.005375,179,0.14635248
51.5040359497,0.0054299998,179,0.17077905
51.5034599304,0.0060700006,179,0.15856327
51.4989013671,0.0076866002,179,0.15806805
51.4985923767,0.0079766006,179,0.15654886
51.4985580444,0.0079950003,179,0.15581407
51.4937515258,0.0090283002,179,0.15926692
51.491821289,0.0246316003,179,0.16303357
51.5048751831,0.0033266,178,0.14853649
51.5048675537,0.0032616,178,0.15318324
51.5047111511,0.0041950001,178,0.15366623
51.5047035217,0.0042133002,178,0.15050839
51.5046730041,0.0042866001,178,0.16034794
51.5045089721,0.0046200003,178,0.15753295
51.5044746398,0.0046533002,178,0.15398894
51.5043373107,0.0049116001,178,0.15362585
51.5042648315,0.0050216007,178,0.16030629
51.5040855407,0.005335,178,0.14362015
51.5015373229,0.0050583,178,0.1446159
51.498550415,0.0080065994,178,0.15258107
51.4984855651,0.0080650005,178,0.14450076
51.4938163757,0.0090100002,178,0.14955938
51.4937324523,0.0090315999,178,0.15589565
51.4918060302,0.0246366,178,0.15548837
51.4917564392,0.0246382999,178,0.1476754
51.4917488098,0.024641602,178,0.15290196
51.491733551,0.0246500015,178,0.15708137
51.5048599243,0.0032233002,177,0.15206079
51.5048599243,0.0032433004,177,0.15023115
51.5047836303,0.0037766003,177,0.16130894
51.5047187805,0.0041766004,177,0.15126312
51.5042877197,0.0049883003,177,0.14794895
51.503993988,0.0054899997,177,0.15186106
51.5013008117,0.0050683002,177,0.14892922
51.4989166259,0.0076750001,177,0.15290196
51.4937248229,0.0090333003,177,0.15210074
51.4917984008,0.0246400022,177,0.15122335
51.4917793273,0.0246400022,177,0.1470517
51.4917640686,0.0246432995,177,0.14527
51.5048675537,0.0033500001,176,0.1399153
51.5048599243,0.0030900001,176,0.1450389
51.5048599243,0.0031132998,176,0.1450389
51.5047950744,0.0037550001,176,0.1523808
51.5042800903,0.0050050001,176,0.14716852
51.5040702819,0.0053600001,176,0.15728657
51.5012931823,0.0050750007,176,0.14107893
51.4989242553,0.0076616001,176,0.1479881
51.4937095642,0.009039999,176,0.14677946
51.4919509887,0.0245650029,176,0.1266745
51.4917221069,0.0246583008,176,0.1485758
51.5048675537,0.0030233001,175,0.14122964
51.5048599243,0.0030683002,175,0.14377292
51.5048484802,0.0031383001,175,0.14183377
51.5048484802,0.0032016003,175,0.1465852
51.5048179626,0.0036316001,175,0.1363967
51.5047454833,0.0040915999,175,0.13562854
51.5047187805,0.0041599998,175,0.14561722
51.5043525695,0.0048983006,175,0.14779262
51.5040435791,0.0054166007,175,0.15019156
51.5015449523,0.005065,175,0.14834051
51.5013275146,0.0050566005,175,0.14967775
51.5009269714,0.0054299998,175,0.13905683
51.4989356994,0.0076483001,175,0.14316227
51.4987297058,0.0078666,175,0.13084236
51.4984855651,0.0080816001,175,0.14040233
51.4938087463,0.0090149993,175,0.13073595
51.4917068481,0.0246683001,175,0.14153142
51.4916992187,0.0246783018,175,0.14126731
51.5048675537,0.003,174,0.13920593
51.5048599243,0.0029565999,174,0.13599388
51.5048599243,0.0029782999,174,0.13676375
51.5048599243,0.003045,174,0.14119188
51.5048484802,0.0031583003,174,0.13965361
51.5048484802,0.0031800003,174,0.14062767
51.5048484802,0.0035032999,174,0.13809161
51.504825592,0.0036100001,174,0.1428577
51.5047950744,0.0037349998,174,0.13713156
51.5046958923,0.0042515997,174,0.13392156
51.5041351318,0.0052400007,174,0.1363967
51.5041275024,0.0052566003,174,0.1353002
51.5041084289,0.0052883005,174,0.14407897
51.5040779113,0.0053483004,174,0.14066519
51.5040512084,0.0053883004,174,0.13702108
51.501335144,0.0050550007,174,0.13846219
51.5009422302,0.0054033002,174,0.13857357
51.5009422302,0.0054166007,174,0.14107893
51.4989585876,0.0076250004,174,0.13750015
51.4989509582,0.0076366,174,0.13905683
51.4984703063,0.0080965995,174,0.13920593
51.4937019348,0.0090482997,174,0.14190929
51.4916839599,0.0246950006,174,0.14092833
51.5048408508,0.003525,173,0.13965361
51.5048408508,0.0035450005,173,0.13316439
51.5048332214,0.0035866003,173,0.13276915
51.5048027038,0.0037165999,173,0.13798057
51.5040512084,0.0054016008,173,0.13831379
51.5012779235,0.0050783004,173,0.12325415
51.5009536743,0.0053850002,173,0.13302054
51.500919342,0.0054550004,173,0.13219588
51.5009117126,0.0054666004,173,0.1292888
51.4984550476,0.0081099996,173,0.13155338
51.4982490539,0.0083516006,173,0.13284089
51.4982337951,0.0083650007,173,0.13381323
51.5048675537,0.0029150004,172,0.13066511
51.5048675537,0.0033715999,172,0.12907813
51.5048599243,0.0029349999,172,0.13309236
51.5048332214,0.003565,172,0.12677823
51.5048179626,0.0036549999,172,0.12904297
51.5048027038,0.0036966001,172,0.13424703
51.504737854,0.0041100001,172,0.12274755
51.5047264099,0.0041449999,172,0.13573804
51.5046882629,0.0042683,172,0.13946696
51.498966217,0.0076166005,172,0.13038184
51.4982185363,0.008393301,172,0.1287275
51.4982109069,0.0084033002,172,0.13148212
51.4982032775,0.0084165992,172,0.12660529
51.4936943054,0.0090565986,172,0.13497277
51.5048675537,0.0033949999,171,0.1256062
51.5048103332,0.0036750001,171,0.13226745
51.5013427734,0.0050550007,171,0.12848261
51.5007095336,0.0056833004,171,0.12383037
51.4986076354,0.0079682998,171,0.13724203
51.4984283447,0.0081216011,171,0.12160516
51.4982566833,0.0083383007,171,0.1293239
51.4982261657,0.0083782997,171,0.12862253
51.5048675537,0.0028933,170,0.12488663
51.5048599243,0.0034182999,170,0.11980819
51.5048484802,0.0034816,170,0.12369462
51.5041160583,0.0052733001,170,0.13151772
51.5009841918,0.0053400001,170,0.12383037
51.5009613037,0.0053682999,170,0.12893772
51.5008964538,0.0054766006,170,0.12040477
51.4992828369,0.0072699999,170,0.123457216
51.4992752075,0.0072766008,170,0.12338946
51.4992752075,0.0072800006,170,0.121672094
51.4989814758,0.0076050004,170,0.12650168
51.4977378845,0.008951601,170,0.12017247
51.493686676,0.0090616016,170,0.12712456
51.5048675537,0.0028499999,169,0.120205656
51.5048675537,0.0028716001,169,0.12033838
51.5048599243,0.0034615998,169,0.119049236
51.5015373229,0.0050515995,169,0.109278835
51.5006980895,0.0056983003,169,0.117640495
51.4993019104,0.0072716002,169,0.12163858
51.4992752075,0.0072816009,169,0.118556276
51.4989891052,0.0075933008,169,0.123118825
51.4987220764,0.0078782997,169,0.11008069
51.4977455139,0.008938301,169,0.120937094
51.4936752319,0.0090633001,169,0.12194026
51.5048751831,0.0027633001,168,0.11630969
51.5048675537,0.0027850003,168,0.116730355
51.5048675537,0.0028066003,168,0.117412485
51.5048675537,0.0028266,168,0.11878617
51.5048599243,0.00344,168,0.112011924
51.504737854,0.0041282997,168,0.12332182
51.4993095397,0.0072699999,168,0.119609825
51.4992752075,0.0072833003,168,0.113430254
51.4990005493,0.0075816001,168,0.1193458
51.4984207153,0.0081333007,168,0.11454329
51.4981918334,0.0084283008,168,0.11260905
51.4977226257,0.0089650001,168,0.11483086
51.4937973022,0.0090233001,168,0.10521888
51.4919586181,0.024556601,168,0.11308227
51.5048980712,0.0026965999,167,0.11339858
51.5048828125,0.0027316,167,0.11333524
51.5010108947,0.0053150005,167,0.10894093
51.5008964538,0.0054899997,167,0.10887955
51.5007247924,0.005625,167,0.109340385
51.5006599426,0.0057416005,167,0.11444752
51.4997138977,0.0068316006,167,0.111573495
51.4996986389,0.0068416004,167,0.11273503
51.4996833801,0.0068533,167,0.113303594
51.4996757507,0.0068650007,167,0.11349359
51.4996566772,0.0068766002,167,0.11119878
51.4993400573,0.0072583007,167,0.11147976
51.4990081787,0.0075683002,167,0.115825854
51.4986228942,0.0079583001,167,0.12163858
51.4982681274,0.0083283004,167,0.118917614
51.4977149963,0.008978301,167,0.10980262
51.4936752319,0.0090633001,167,0.11572925
51.4916648864,0.0247049999,167,0.12322037
51.5048904418,0.0027149999,166,0.11339858
51.5048751831,0.0027449998,166,0.113366924
51.5013580322,0.0050482997,166,0.11790161
51.5012702941,0.0050799999,166,0.103853084
51.5010185241,0.0053015999,166,0.11132361
51.5007247924,0.0056400003,166,0.10489099
51.5007095336,0.0056683006,166,0.121705584
51.5006904602,0.0057100005,166,0.11057654
51.500667572,0.0057333002,166,0.11451131
51.5006446838,0.0057533001,166,0.109340385
51.5006256103,0.0057715997,166,0.109217316
51.4997329711,0.0068083,166,0.1104214
51.499721527,0.0068199996,166,0.11091845
51.4996490478,0.0068882999,166,0.10964836
51.499382019,0.0072083001,166,0.11004982
51.4993743896,0.0072232999,166,0.11045246
51.4993667602,0.0072382998,166,0.10974092
51.4993476867,0.0072483005,166,0.10986437
51.4993247985,0.0072633004,166,0.11063871
51.4992752075,0.0072833003,166,0.10802364
51.4990310668,0.0075466008,166,0.11039041
51.4990234375,0.0075566005,166,0.11226307
51.4984054565,0.0081466007,166,0.10471252
51.5048904418,0.0024415998,165,0.10738518
51.5045242309,0.00149,165,0.105278626
51.5009918212,0.0053266,165,0.10720334
51.5006752014,0.0057216,165,0.10696128
51.5006332397,0.0057632999,165,0.10687061
51.4996414184,0.0069,165,0.10729426
51.4994239807,0.0071633005,165,0.10551764
51.4993972778,0.0071850004,165,0.10503996
51.4990386962,0.0075365996,165,0.10702166
51.4982757568,0.0083166007,165,0.10897161
51.4981765747,0.0084432992,165,0.102530636
51.4977531433,0.0089282999,165,0.11248307
51.4977035522,0.0089933004,165,0.10542796
51.4967460632,0.0102450001,165,0.1053383
51.4967384338,0.0102249991,165,0.1060572
51.4967193603,0.0101899993,165,0.10423768
51.49269104,0.0088516006,165,0.10711252
51.4926834106,0.0088382997,165,0.10665922
51.5048904418,0.0024632999,164,0.101859905
51.5048828125,0.0024182999,164,0.10808462
51.5045242309,0.0015133,164,0.10308737
51.5045166015,0.0014683001,164,0.1053383
51.5045089721,0.0014465999,164,0.10432657
51.5007324218,0.0056115999,164,0.10946344
51.5006103515,0.0057883005,164,0.10453425
51.4997406005,0.0067932996,164,0.10811508
51.499633789,0.0069115996,164,0.1037645
51.4996261596,0.0069250001,164,0.100730434
51.4994239807,0.0070850009,164,0.10432657
51.4994239807,0.0070900011,164,0.10276473
51.4994239807,0.0070950002,164,0.10438584
51.4994239807,0.0071150007,164,0.10361698
51.4994239807,0.0071516008,164,0.105189025
51.4994125366,0.0070883007,164,0.104296945
51.4994125366,0.0070900011,164,0.10426729
51.4994125366,0.0071733002,164,0.1060572
51.4993667602,0.0067883005,164,0.1015403
51.4992752075,0.0072833003,164,0.10024129
51.4990463256,0.007525,164,0.1039417
51.4986343383,0.0079500007,164,0.10900231
51.497768402,0.0089183006,164,0.10575723
51.4976959228,0.0090100002,164,0.100384936
51.4967536926,0.0102616,164,0.10400086
51.4967269897,0.0102083003,164,0.10509956
51.4967193603,0.0117650008,164,0.10414884
51.4967193603,0.0117650008,164,0.104089566
51.4967117309,0.0101566004,164,0.10432657
51.4967117309,0.0117616009,164,0.101627365
51.4966964721,0.0101400005,164,0.104415506
51.4966888427,0.0101183009,164,0.103882656
51.4966812133,0.0101032996,164,0.10326366
51.4936752319,0.0090633001,164,0.10814565
51.4926986694,0.0088649997,164,0.10687061
51.4926757812,0.0088250007,164,0.10177265
51.5048828125,0.0023983001,163,0.10635785
51.5045318603,0.001535,163,0.09782342
51.5045013427,0.0014249999,163,0.102530636
51.5013580322,0.0050400009,163,0.105010115
51.5010261535,0.0052916002,163,0.104089566
51.500717163,0.0056533002,163,0.10247216
51.5006027221,0.0058032999,163,0.10035618
51.5002670288,0.0063366003,163,0.098586425
51.5002593994,0.0063482999,163,0.100672826
51.50025177,0.006353301,163,0.10015516
51.4998626708,0.0066433005,163,0.102676906
51.4998550415,0.0066550006,163,0.09924001
51.4998435974,0.0066616005,163,0.10078812
51.4998283386,0.0066850004,163,0.099553846
51.499797821,0.0067350001,163,0.10075932
